"pair","score"
"group_2251ydhC~~~ymfD",-5.88736e-12
"group_2251yezG_1~~~yezG_8~~~yezG_2~~~yezG_3~~~yezG_7~~~yezG_6~~~yezG_4~~~yezG_5~~~yezG~~~yezG_9",1.10968e-08
"group_2251yezG_2~~~yezG_8~~~yezG_7~~~yezG_12~~~yezG_6~~~yezG_5~~~yezG_3~~~yezG_4~~~yezG_9~~~yezG_1~~~yezG_10",3.75012e-11
"group_2251yknY~~~yknY_1~~~yknY_2~~~macB_1",3.85756e-12
"group_2251ykoC_2~~~ykoC_1~~~ykoC~~~ecfT_1~~~ecfT_2",1.4045e-09
"group_2251ykoD_2~~~ecfA3~~~ecfA1_1~~~ykoD_1~~~ecfA1_2~~~ykoD_3",1.85761e-09
"group_2251zitR~~~sarZ_2~~~sarZ_1",-1.13605e-12
"group_2257recD",-1.16169e-12
"group_225group_226",9.60968e-13
"group_225group_2284",1.27675e-14
"group_225group_2318",2.0681e-09
"group_225group_234",4.19844e-08
"group_225group_235",6.76517e-09
"group_225group_2366",2.06378e-15
"group_225group_2424",3.81791e-09
"group_225group_2464",7.30974e-10
"group_225group_2465",1.30278e-22
"group_225group_2634",5.5228e-10
"group_225group_414",3.02879e-15
"group_225group_440",2.93934e-11
"group_225group_54",3.07195e-11
"group_225group_632",2.08218e-11
"group_225group_720",1.46907e-13
"group_225group_743",1.76971e-11
"group_225group_815",5.84766e-11
"group_225group_859",3.72036e-11
"group_225group_863",3.15837e-09
"group_225group_901",2.85224e-13
"group_225group_979",1.13345e-08
"group_225lpl2_1~~~lpl2_2~~~lpl2_5~~~lpl2_4~~~lpl2_7~~~lpl2_6~~~lpl2_10~~~lpl2_3~~~lpl2",6.20685e-12
"group_225lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7",-2.84332e-10
"group_225mvaA_1~~~mvaA~~~mvaA_2",-7.37744e-11
"group_225mvaA~~~mvaA_1~~~mvaA_2",2.05109e-16
"group_225splE_4~~~splE~~~splE_1~~~splE_2~~~splE_3~~~splF~~~splD",7.57136e-12
"group_225tagE_1~~~tagE_3~~~gtf1_1~~~gtf1_2",1.55579e-12
"group_225yezG_4~~~yezG_5~~~yezG_2~~~yezG_10~~~yezG_6~~~yezG_3~~~yezG_9~~~yezG_7~~~yezG_1~~~yezG~~~yezG_8~~~yezG_11",1.34354e-14
"group_225ykuT~~~ykuT_2",3.76416e-11
"group_2262group_2289",2.98635e-08
"group_2262group_232",1.21747e-08
"group_2262group_233",8.40812e-10
"group_2262group_2343",3.66106e-13
"group_2262group_2379",3.53972e-08
"group_2262group_2388",2.46348e-09
"group_2262group_244",1.03416e-12
"group_2262group_256",-9.62672e-10
"group_2262group_2563",-1.66736e-12
"group_2262group_2594",9.35062e-12
"group_2262group_2643",6.14362e-09
"group_2262group_343",2.98033e-17
"group_2262group_429",-5.57954e-10
"group_2262group_516",1.67685e-08
"group_2262group_567",1.447e-08
"group_2262group_600",2.37565e-15
"group_2262group_632",1.89277e-09
"group_2262group_657",5.49095e-08
"group_2262group_666",1.27376e-08
"group_2262group_676",1.53184e-18
"group_2262group_696",6.74884e-08
"group_2262group_71",1.47063e-11
"group_2262group_740",8.2866e-08
"group_2262group_756",4.5069e-11
"group_2262group_839",-4.34884e-11
"group_2262lpl2_3~~~lpl2_1~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_2~~~lpl2_8",1.76986e-12
"group_2262lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8",8.98041e-11
"group_2262maa_1~~~maa_2",5.49095e-08
"group_2262mrpB_2~~~mrpB",5.46669e-10
"group_2262nhoA",2.85498e-13
"group_2262nisB~~~nisB_1~~~nisB_2",1.93599e-08
"group_2262nisC",3.87677e-08
"group_2262nisP~~~nisP_2~~~nisP_1",1.27376e-08
"group_2262pcp_2~~~pcp",4.71556e-12
"group_2262ptsG_1~~~glcB_2~~~ptsG_3",1.37706e-10
"group_2262sdrE~~~bbp_1~~~sdrE_1~~~sdrD_1~~~sdrD_2~~~sdrC_1~~~sdrC~~~sdrE_3~~~sdrD~~~sdrC_2~~~bbp~~~sdrD_3",6.59499e-11
"group_2262slmA",1.17307e-11
"group_2262speC_1~~~speC_3",2.68754e-11
"group_2262tagE_1~~~tagE_3~~~gtf1_1~~~gtf1_2",1.55694e-09
"group_2262tst_1",1.53677e-08
"group_2262tst_3~~~tst_2~~~tst_1~~~tst_5",5.19512e-11
"group_2262wbgU~~~galE~~~galE1~~~wbgU_1~~~fcl~~~wbgU_2",5.81427e-13
"group_2262xecD~~~bacC_2~~~bacC",1.45978e-08
"group_2262xerD_3~~~xerD_2~~~xerD_1~~~xerD_4",6.19289e-09
"group_2262yceI",4.71556e-12
"group_2262ydaG~~~ydaG_1~~~ydaG_2",2.71151e-11
"group_2262yecD~~~yecD_2~~~yecD_1",1.71941e-11
"group_2262yhfT~~~menE_2~~~yhfT_2~~~yhfT_1",1.13922e-13
"group_2262ywnA",3.57681e-09
"group_2262yxlF_3~~~yxlF_4~~~natA_3~~~natA_4",1.27376e-08
"group_2264group_2269",3.3579e-11
"group_2264group_2276",2.07669e-22
"group_2264group_239",1.168e-09
"group_2264group_2393",1.78475e-10
"group_2264group_2473",-8.57127e-10
"group_2264group_2519",2.92777e-13
"group_2264group_2524",-3.28584e-13
"group_2264group_2541",1.18918e-11
"group_2264group_2569",2.99937e-13
"group_2264group_2600",1.15813e-13
"group_2264group_283",1.40261e-11
"group_2264group_331",-1.44458e-15
"group_2264group_333",-5.395e-09
"group_2264group_437",7.92072e-14
"group_2264group_446",5.61392e-09
"group_2264group_475",-9.49424e-11
"group_2264group_565",2.35155e-12
"group_2264group_568",3.51253e-12
"group_2264group_663",4.95759e-12
"group_2264group_670",1.25538e-15
"group_2264group_680",-6.60261e-10
"group_2264group_727",4.85434e-10
"group_2264group_732",-2.38903e-09
"group_2264group_749",7.33789e-12
"group_2264group_754",6.56391e-09
"group_2264group_755",2.2461e-10
"group_2264group_769",9.50739e-12
"group_2264group_773",3.22799e-12
"group_2264group_791",6.72849e-10
"group_2264group_812",2.66691e-11
"group_2264group_878",-9.49424e-11
"group_2264group_906",-6.60261e-10
"group_2264group_920",-4.77342e-09
"group_2264hly_1~~~hly_2~~~hly",8.23212e-09
"group_2264isaB~~~isaB_1~~~isaB_2",3.16798e-10
"group_2264leuA_1~~~leuA_2~~~leuA_3",1.29788e-12
"group_2264leuD~~~leuD_1~~~leuD_2",1.88135e-08
"group_2264lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8",1.24262e-10
"group_2264lpl2_5~~~lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_9",4.40877e-09
"group_2264lpl2_7~~~lpl2_3~~~lpl2_2~~~lpl2_4~~~lpl2_5~~~lpl2_1~~~lpl2_6",5.60255e-09
"group_2264lukDv~~~lukDv_1~~~lukDv_2~~~lukDv_3",5.29946e-11
"group_2264lukEv~~~hlgA_1~~~lukEv_2~~~lukEv_3~~~lukEv_1~~~lukE",2.91973e-11
"group_2264lukS~~~hlgC~~~hlgC_1~~~hlgA_2~~~hlgC_2",2.49058e-11
"group_2264mleS_2~~~mleS~~~mleS_1",-3.85374e-11
"group_2264mta~~~tipA",-6.60261e-10
"group_2264narX",-5.395e-09
"group_2264narX~~~narX_2",1.88282e-12
"group_2264nasE~~~cobM_1~~~sumT~~~nasF",1.40499e-08
"group_2264nirC",-4.77342e-09
"group_2264nirC~~~nirC_2",1.54828e-13
"group_2264nreB_1~~~nreB_2~~~nreB",-8.57127e-10
"group_2264nreB~~~nreB_1~~~nreB_2",1.30956e-10
"group_2264pbpX_1~~~pbpX_2~~~pbpX_3",7.81301e-12
"group_2264pbpX_3~~~pbpX_1~~~pbpX_2",-6.60261e-10
"group_2264rnhA",-5.63514e-13
"group_2264rnhA~~~rnhA_2",1.20427e-12
"group_2264rpoE~~~rpoE_1~~~rpoE_2",1.72734e-09
"group_2264scn_2~~~scn_1~~~scn_3",3.77729e-09
"group_2264sdrM_3~~~sdrM_2~~~sdrM_1~~~sdrM",-6.60261e-10
"group_2264sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2",2.2445e-11
"group_2264sepA_1~~~aur~~~aur_1~~~aur_2",8.1929e-10
"group_2264sepA_2~~~sepA",-6.60261e-10
"group_2264sepA~~~sepA_2",1.48407e-11
"group_2264sigS_2~~~sigS~~~sigS_1",-6.60261e-10
"group_2264sigS~~~sigS_2",9.50739e-12
"group_2264skfC",7.81301e-12
"group_2264speC_2~~~speC_1~~~speC~~~speC_3",1.65313e-12
"group_2264speC~~~speC_2~~~speC_1~~~tst_2~~~speC_3",-5.21026e-09
"group_2264speC~~~speC_2~~~speH~~~speC_1~~~speC_3~~~tst_2~~~speH_1~~~tst_3",6.23087e-12
"group_2264speH",4.0742e-09
"group_2264speH_2~~~speC_3",6.57635e-12
"group_2264splA~~~splA_2~~~splA_1~~~splB",1.42941e-11
"group_2264splB~~~splB_2~~~splB_1",1.17513e-11
"group_2264splC~~~splB~~~splB_3~~~splB_1~~~splB_2~~~splC_2~~~splC_1~~~splB_4",4.11662e-12
"group_2264splE_1~~~splE_2~~~splF~~~splD_2~~~splE~~~splF_1~~~splD~~~splF_2",1.55831e-14
"group_2264splF_1~~~splD~~~splF~~~splE_2~~~splB_2~~~splE_3~~~splE_1~~~splB_1~~~splE~~~splF_2~~~splD_1~~~splD_2",1.81496e-11
"group_2264tagE_3~~~gtf1_2~~~tagE_1~~~tagE_4~~~tagE_2",-3.28584e-13
"group_2264tcyC~~~tcyC_2~~~tcyN~~~tcyC_1~~~tcyC_3~~~yxeO",1.40261e-11
"group_2264tcyN~~~tcyC_1~~~tcyC_2~~~tcyC_3",-1.89638e-09
"group_2264tipA~~~mta~~~mta_1",1.14831e-10
"group_2264traP",1.54828e-13
"group_2264tsaC~~~ywlC_2",8.39624e-13
"group_2264tst_2~~~tst~~~tst_1~~~tst_3",1.81983e-12
"group_2264xerD_3~~~xerD_2",-6.60261e-10
"group_2264xerD_3~~~xerD_2~~~xerD_4~~~xerD_1",6.41256e-12
"group_2264ydaG~~~ydaG_2",1.4222e-08
"group_2264yezG_1~~~yezG_8~~~yezG_2~~~yezG_3~~~yezG_7~~~yezG_6~~~yezG_4~~~yezG_5~~~yezG~~~yezG_9",1.29657e-09
"group_2264yezG_4~~~yezG_2~~~yezG_3~~~yezG_1~~~yezG_5~~~yezG_6~~~yezG_7~~~yezG_10~~~yezG_8",6.47453e-08
"group_2264yezG_5~~~yezG_2~~~yezG_7~~~yezG_4~~~yezG_9~~~yezG_1~~~yezG_6~~~yezG_3~~~yezG_8~~~yezG~~~yezG_11",2.14476e-10
"group_2264yezG_6~~~yezG_4~~~yezG_7~~~yezG_3~~~yezG_1~~~yezG_2~~~yezG_5~~~yezG_8",4.19511e-08
"group_2264yfiZ_2",3.84731e-12
"group_2264ykoC_2~~~ykoC_1~~~ykoC~~~ecfT_1~~~ecfT_2",2.07669e-22
"group_2264ykoD_2~~~ecfA3~~~ecfA1_1~~~ykoD_1~~~ecfA1_2~~~ykoD_3",1.53028e-22
"group_2264ypeA",1.43326e-10
"group_2264ywtF~~~lytR_2~~~lytR_3",2.72269e-11
"group_2264ywtF~~~lytR_3",-6.60261e-10
"group_2264zipA",1.70496e-10
"group_2269group_2276",1.56737e-11
"group_2269group_234",9.07949e-08
"group_2269group_2342",3.49139e-08
"group_2269group_2346",8.91646e-10
"group_2269group_2393",3.97356e-08
"group_2269group_2396",5.81026e-09
"group_2269group_240",1.88802e-08
"group_2269group_2429",6.79838e-09
"group_2269group_2473",-3.36797e-17
"group_2269group_2519",4.98162e-17
"group_2269group_2524",-2.41313e-10
"group_2269group_2539",7.12523e-10
"group_2269group_2541",2.20265e-22
"group_2269group_2569",2.27545e-21
"group_2269group_2587",2.3627e-14
"group_2269group_2594",-5.61465e-12
"group_2269group_2600",2.8255e-18
"group_2269group_283",3.29722e-22
"group_2269group_333",-6.19007e-09
"group_2269group_352",1.2847e-11
"group_2269group_405",-1.57348e-13
"group_2269group_437",1.65538e-18
"group_2269group_443",1.69368e-09
"group_2269group_446",3.03465e-14
"group_2269group_493",1.40489e-09
"group_2269group_518",1.61857e-08
"group_2269group_526",3.06848e-10
"group_2269group_564",3.48304e-09
"group_2269group_565",2.21779e-08
"group_2269group_568",4.33724e-16
"group_2269group_593",1.51355e-10
"group_2269group_628",2.04798e-11
"group_2269group_663",3.17704e-23
"group_2269group_665",6.93661e-09
"group_2269group_670",2.34244e-13
"group_2269group_737",6.55784e-14
"group_2269group_749",6.07732e-23
"group_2269group_755",1.04716e-18
"group_2269group_769",7.15661e-23
"group_2269group_773",4.39819e-23
"group_2269group_791",9.69596e-13
"group_2269group_812",2.70102e-17
"group_2269group_830",6.01696e-08
"group_2269group_863",1.70619e-08
"group_2269group_920",-1.17116e-11
"group_2269group_954",-2.22055e-12
"group_2269group_988",9.06706e-10
"group_2269group_990",2.66494e-08
"group_2269hlgA_2~~~hlgC~~~lukS~~~hlgA",-3.36797e-17
"group_2269hlgA~~~hlgA_1~~~hlgA_2",1.20047e-13
"group_2269hlgB~~~lukF~~~hlgB_2~~~hlgB_1",2.45163e-10
"group_2269hly_1~~~hly_2~~~hly",4.64373e-08
"group_2269hylB~~~hylB_1~~~hylB_2",6.53487e-08
"group_2269isaB_2~~~isaB_3~~~isaB~~~isaB_1",-1.2878e-15
"group_2269isaB~~~isaB_1~~~isaB_2",2.5058e-20
"group_2269leuA_1~~~leuA_2~~~leuA_3",6.06076e-10
"group_2269leuD~~~leuD_1~~~leuD_2",1.42965e-12
"group_2269lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9",1.84846e-09
"group_2269lpl2_5~~~lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_9",4.75213e-12
"group_2269lpl2_7~~~lpl2_3~~~lpl2_2~~~lpl2_4~~~lpl2_5~~~lpl2_1~~~lpl2_6",7.95842e-13
"group_2269lpl2_7~~~lpl2_6~~~lpl2_2~~~lpl2_3~~~lpl2_4~~~lpl2_5",2.71031e-10
"group_2269lukDv~~~lukDv_1~~~lukDv_2~~~lukDv_3",1.35791e-19
"group_2269lukEv~~~hlgA_1~~~lukEv_2~~~lukEv_3~~~lukEv_1~~~lukE",5.978e-20
"group_2269lukS~~~hlgC~~~hlgC_1~~~hlgA_2~~~hlgC_2",3.55741e-22
"group_2269macB~~~macB_2~~~macB_1",1.88802e-08
"group_2269mleS_2~~~mleS~~~mleS_1",-4.00403e-10
"group_2269mnhD1_2~~~mrpD~~~mnhD1_1~~~mnhD1_3",6.26723e-10
"group_2269mrpA~~~mrpA_1~~~mrpA_2~~~mnhA1_2~~~mnhA1_1",3.06848e-10
"group_2269mrpB_2~~~mrpB",-1.37013e-09
"group_2269mrpB~~~mrpB_2~~~mrpB_1",1.41058e-09
"group_2269murJ_1~~~murJ_2~~~murJ",2.70174e-10
"group_2269narX",-2.31188e-11
"group_2269narX~~~narX_2",1.4025e-17
"group_2269natA_1~~~rbsA~~~natA_4~~~opuBA_1~~~natA_2",1.61857e-08
"group_2269natA_3",2.98734e-08
"group_2269nirC",-1.17116e-11
"group_2269nirC~~~nirC_2",1.6877e-18
"group_2269norG_1~~~norG~~~norG_2",6.11468e-10
"group_2269nreB_1~~~nreB_2~~~nreB",-3.36797e-17
"group_2269nreB~~~nreB_1~~~nreB_2",5.6962e-21
"group_2269pbpX_1~~~pbpX_2~~~pbpX_3",1.25788e-22
"group_2269pspE~~~glpE_4~~~glpE_3~~~glpE_1~~~tusA~~~glpE_2",1.49706e-13
"group_2269ricR~~~ricR_1~~~ricR_2",2.97011e-13
"group_2269rnhA",-4.8459e-10
"group_2269rnhA~~~rnhA_2",2.13814e-18
"group_2269scn_2~~~scn_1~~~scn_3",3.95433e-20
"group_2269sdrD~~~sdrD_1~~~clfB_1~~~clfB_2~~~sdrC_2~~~bbp~~~sdrC_1~~~sdrD_2~~~sdrD_3~~~sdrE~~~sdrE_2~~~clfB~~~sdrE_1~~~clfA",3.79459e-08
"group_2269sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2",4.84591e-22
"group_2269sepA_1~~~aur~~~aur_1~~~aur_2",9.78899e-20
"group_2269sepA~~~sepA_2",2.78414e-22
"group_2269sigS~~~sigS_2",1.73762e-22
"group_2269skfC",1.25788e-22
"group_2269speC_1~~~speC_3",-5.61465e-12
"group_2269speC_2~~~speC_1~~~speC~~~speC_3",6.67008e-22
"group_2269speC_3~~~speC~~~speC_1~~~speC_2",4.62222e-11
"group_2269speC~~~speC_2~~~speH~~~speC_1~~~speC_3~~~tst_2~~~speH_1~~~tst_3",2.39583e-22
"group_2269speH",6.33921e-19
"group_2269speH_2~~~speC_3",7.85197e-15
"group_2269splA~~~splA_2~~~splA_1~~~splB",7.28923e-19
"group_2269splB~~~splB_2~~~splB_1",1.15284e-17
"group_2269splC~~~splB~~~splB_3~~~splB_1~~~splB_2~~~splC_2~~~splC_1~~~splB_4",2.2385e-18
"group_2269splE_1~~~splE_2~~~splF~~~splD_2~~~splE~~~splF_1~~~splD~~~splF_2",3.81225e-09
"group_2269splF_1~~~splD~~~splF~~~splE_2~~~splB_2~~~splE_3~~~splE_1~~~splB_1~~~splE~~~splF_2~~~splD_1~~~splD_2",1.23807e-08
"group_2269tagE_3~~~gtf1_2~~~tagE_1~~~tagE_4~~~tagE_2",-2.41313e-10
"group_2269tcyC~~~tcyC_2~~~tcyN~~~tcyC_1~~~tcyC_3~~~yxeO",3.29722e-22
"group_2269tcyN~~~tcyC_1~~~tcyC_2~~~tcyC_3",-6.66465e-17
"group_2269tipA~~~mta~~~mta_1",1.01516e-18
"group_2269traP",1.6877e-18
"group_2269trpC~~~trpC_1~~~trpC_2",2.70174e-10
"group_2269trpD2~~~trpD_2~~~trpD~~~trpD_1",1.05809e-10
"group_2269tsaC~~~ywlC_2",1.35534e-10
"group_2269tst_2~~~tst~~~tst_1~~~tst_3",2.20265e-22
"group_2269tst_3~~~tst_1",-3.66804e-10
"group_2269wbgU~~~galE~~~galE1",1.75189e-08
"group_2269xerD_3~~~xerD_2~~~xerD_4~~~xerD_1",9.08861e-23
"group_2269yceI~~~yceI_2",4.13156e-08
"group_2269ydaG~~~ydaG_2",2.09158e-12
"group_2269yecD",6.08707e-08
"group_2269yezG_4~~~yezG_2~~~yezG_3~~~yezG_1~~~yezG_5~~~yezG_6~~~yezG_7~~~yezG_10~~~yezG_8",3.28854e-12
"group_2269yezG_5~~~yezG_2~~~yezG_7~~~yezG_4~~~yezG_9~~~yezG_1~~~yezG_6~~~yezG_3~~~yezG_8~~~yezG~~~yezG_11",6.8817e-08
"group_2269yezG_6~~~yezG_4~~~yezG_7~~~yezG_3~~~yezG_1~~~yezG_2~~~yezG_5~~~yezG_8",1.3009e-10
"group_2269yfiZ_2",7.62109e-24
"group_2269yknY~~~yknY_1~~~yknY_2~~~macB_1",1.88802e-08
"group_2269ykoC_2~~~ykoC_1~~~ykoC~~~ecfT_1~~~ecfT_2",1.56737e-11
"group_2269ykoD_2~~~ecfA3~~~ecfA1_1~~~ykoD_1~~~ecfA1_2~~~ykoD_3",2.29804e-11
"group_2269ykuT~~~ykuT_2",7.10884e-10
"group_2269ywtF~~~lytR_2~~~lytR_3",6.67909e-22
"group_2269zipA",1.13086e-20
"group_226group_2284",1.16197e-13
"group_226group_2328",6.99548e-08
"group_226group_235",1.2599e-13
"group_226group_2366",4.27139e-10
"group_226group_2424",1.38177e-13
"group_226group_2465",2.02715e-12
"group_226group_2473",4.11255e-08
"group_226group_440",6.66212e-18
"group_226group_475",1.48786e-08
"group_226group_531",6.32864e-09
"group_226group_54",1.88533e-16
"group_226group_603",2.168e-09
"group_226group_632",4.64297e-12
"group_226group_680",4.40247e-08
"group_226group_720",3.09304e-14
"group_226group_815",4.16497e-25
"group_226group_823",1.43697e-13
"group_226group_831",7.5837e-09
"group_226group_857",1.58983e-16
"group_226group_858",6.66285e-13
"group_226group_859",2.80244e-26
"group_226group_875",1.65007e-15
"group_226group_878",1.48786e-08
"group_226group_889",3.71472e-16
"group_226group_901",3.12009e-09
"group_226group_906",4.40247e-08
"group_226group_918",1.43697e-13
"group_226group_933",1.31684e-13
"group_226group_979",4.03344e-08
"group_226hsdS",6.01343e-11
"group_226isaB_2~~~isaB_3~~~isaB~~~isaB_1",4.9047e-10
"group_226lpl2_1~~~lpl2_2~~~lpl2_5~~~lpl2_4~~~lpl2_7~~~lpl2_6~~~lpl2_10~~~lpl2_3~~~lpl2",5.98449e-09
"group_226mta~~~tipA",3.29016e-08
"group_226mvaA~~~mvaA_1~~~mvaA_2",1.95363e-09
"group_226pbpX_3~~~pbpX_1~~~pbpX_2",4.71284e-08
"group_226sdrM_3~~~sdrM_2~~~sdrM_1~~~sdrM",5.86922e-08
"group_226sepA_2~~~sepA",4.71284e-08
"group_226sigS_2~~~sigS~~~sigS_1",4.71284e-08
"group_226smc_2~~~smc_3",8.45212e-08
"group_226tagE_1~~~tagE_3~~~gtf1_1~~~gtf1_2",4.41867e-10
"group_226tcyN~~~tcyC_1~~~tcyC_2~~~tcyC_3",7.26456e-08
"group_226tst_2~~~tst_1~~~tst",7.25635e-11
"group_226xerD_3~~~xerD_2",6.28891e-08
"group_226xerD_3~~~xerD_2~~~xerD_1~~~xerD_4",3.38497e-09
"group_226ybhF~~~ybhF_2~~~yxlF_2~~~artM~~~yxlF_1",5.85405e-08
"group_226ybhR~~~ybhS",2.32579e-08
"group_226ydaG~~~ydaG_1~~~ydaG_2",5.71623e-12
"group_226ydhC~~~ymfD",2.38246e-09
"group_226yezG_4~~~yezG_5~~~yezG_2~~~yezG_10~~~yezG_6~~~yezG_3~~~yezG_9~~~yezG_7~~~yezG_1~~~yezG~~~yezG_8~~~yezG_11",1.36728e-22
"group_226yusV~~~fecE",9.19866e-12
"group_226ywtF~~~lytR_3",6.28891e-08
"group_226zitR~~~sarZ_2~~~sarZ_1",1.95363e-09
"group_2272group_2328",-2.48564e-10
"group_2272group_441",-1.33605e-15
"group_2276group_239",9.52804e-10
"group_2276group_2393",2.39818e-10
"group_2276group_2473",-1.34283e-10
"group_2276group_2519",1.34213e-13
"group_2276group_2541",5.2966e-12
"group_2276group_2569",1.34794e-13
"group_2276group_2600",1.064e-13
"group_2276group_283",6.31488e-12
"group_2276group_331",-9.20582e-17
"group_2276group_333",-1.48673e-09
"group_2276group_437",3.49189e-14
"group_2276group_446",3.15676e-09
"group_2276group_475",-1.22233e-11
"group_2276group_565",1.78148e-12
"group_2276group_568",1.74757e-12
"group_2276group_663",2.19832e-12
"group_2276group_670",9.39536e-16
"group_2276group_680",-9.26254e-11
"group_2276group_727",8.22685e-10
"group_2276group_732",-4.09706e-10
"group_2276group_749",3.28801e-12
"group_2276group_754",8.35994e-09
"group_2276group_755",1.89047e-10
"group_2276group_769",4.23572e-12
"group_2276group_773",5.04038e-12
"group_2276group_791",2.18158e-10
"group_2276group_812",7.37464e-12
"group_2276group_878",-1.22233e-11
"group_2276group_906",-9.26254e-11
"group_2276group_920",-1.2026e-09
"group_2276hlgA_2~~~hlgC~~~lukS~~~hlgA",-2.50166e-09
"group_2276hly_1~~~hly_2~~~hly",1.05164e-08
"group_2276isaB~~~isaB_1~~~isaB_2",1.55343e-10
"group_2276leuA_1~~~leuA_2~~~leuA_3",3.72527e-12
"group_2276leuD~~~leuD_1~~~leuD_2",6.82107e-09
"group_2276lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8",1.20808e-10
"group_2276lpl2_5~~~lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_9",2.7659e-09
"group_2276lpl2_7~~~lpl2_3~~~lpl2_2~~~lpl2_4~~~lpl2_5~~~lpl2_1~~~lpl2_6",5.88281e-09
"group_2276lukDv~~~lukDv_1~~~lukDv_2~~~lukDv_3",1.3833e-11
"group_2276lukEv~~~hlgA_1~~~lukEv_2~~~lukEv_3~~~lukEv_1~~~lukE",7.48765e-12
"group_2276lukS~~~hlgC~~~hlgC_1~~~hlgA_2~~~hlgC_2",1.13891e-11
"group_2276mleS_2~~~mleS~~~mleS_1",-7.27767e-12
"group_2276mta~~~tipA",-9.26254e-11
"group_2276narX",-1.48673e-09
"group_2276narX~~~narX_2",9.48072e-13
"group_2276nasE~~~cobM_1~~~sumT~~~nasF",1.78607e-08
"group_2276nasE~~~nasF~~~sumT",-2.50166e-09
"group_2276nirC",-1.2026e-09
"group_2276nirC~~~nirC_2",7.23454e-14
"group_2276nreB_1~~~nreB_2~~~nreB",-1.34283e-10
"group_2276nreB~~~nreB_1~~~nreB_2",6.26661e-11
"group_2276pbpX_1~~~pbpX_2~~~pbpX_3",3.46248e-12
"group_2276pbpX_3~~~pbpX_1~~~pbpX_2",-9.26254e-11
"group_2276rnhA",-4.51174e-14
"group_2276rnhA~~~rnhA_2",1.11579e-12
"group_2276rpoE~~~rpoE_1~~~rpoE_2",2.39918e-09
"group_2276scn_2~~~scn_1~~~scn_3",3.46309e-09
"group_2276sdrM_3~~~sdrM_2~~~sdrM_1~~~sdrM",-9.26254e-11
"group_2276sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2",1.0045e-11
"group_2276sepA_1~~~aur~~~aur_1~~~aur_2",4.07743e-10
"group_2276sepA_2~~~sepA",-9.26254e-11
"group_2276sepA~~~sepA_2",6.60825e-12
"group_2276sigS_2~~~sigS~~~sigS_1",-9.26254e-11
"group_2276sigS~~~sigS_2",4.23572e-12
"group_2276skfC",3.46248e-12
"group_2276speC_2~~~speC_1~~~speC~~~speC_3",7.26068e-13
"group_2276speC~~~speC_2~~~speC_1~~~tst_2~~~speC_3",-6.30802e-10
"group_2276speC~~~speC_2~~~speH~~~speC_1~~~speC_3~~~tst_2~~~speH_1~~~tst_3",2.76213e-12
"group_2276speH",3.36654e-09
"group_2276speH_2~~~speC_3",6.18735e-12
"group_2276splA~~~splA_2~~~splA_1~~~splB",6.77201e-12
"group_2276splB~~~splB_2~~~splB_1",3.20849e-12
"group_2276splC~~~splB~~~splB_3~~~splB_1~~~splB_2~~~splC_2~~~splC_1~~~splB_4",1.02927e-12
"group_2276splE_1~~~splE_2~~~splF~~~splD_2~~~splE~~~splF_1~~~splD~~~splF_2",1.2849e-14
"group_2276splF_1~~~splD~~~splF~~~splE_2~~~splB_2~~~splE_3~~~splE_1~~~splB_1~~~splE~~~splF_2~~~splD_1~~~splD_2",8.76278e-12
"group_2276tcyC~~~tcyC_2~~~tcyN~~~tcyC_1~~~tcyC_3~~~yxeO",6.31488e-12
"group_2276tcyN~~~tcyC_1~~~tcyC_2~~~tcyC_3",-2.9286e-10
"group_2276tipA~~~mta~~~mta_1",1.05506e-10
"group_2276traP",7.23454e-14
"group_2276tsaC~~~ywlC_2",6.71629e-13
"group_2276tst_2~~~tst~~~tst_1~~~tst_3",1.49646e-12
"group_2276xerD_3~~~xerD_2",-9.26254e-11
"group_2276xerD_3~~~xerD_2~~~xerD_4~~~xerD_1",2.82678e-12
"group_2276ydaG~~~ydaG_2",8.95631e-09
"group_2276yezG_1~~~yezG_8~~~yezG_2~~~yezG_3~~~yezG_7~~~yezG_6~~~yezG_4~~~yezG_5~~~yezG~~~yezG_9",1.14389e-09
