"pair","score"
"cycA_2~~~cycA_3~~~cycA_1flA~~~salL_2~~~salL~~~salL_1",-1.22233e-11
"cycA_2~~~cycA_3~~~cycA_1ftsE~~~fetA~~~fetA_2~~~fetA_1",4.61174e-24
"cycA_2~~~cycA_3~~~cycA_1graS_2~~~graS_3~~~graS_1",6.33276e-39
"cycA_2~~~cycA_3~~~cycA_1group_1025",1.05435e-08
"cycA_2~~~cycA_3~~~cycA_1group_104",2.01386e-10
"cycA_2~~~cycA_3~~~cycA_1group_105",2.01386e-10
"cycA_2~~~cycA_3~~~cycA_1group_1169",3.8923e-08
"cycA_2~~~cycA_3~~~cycA_1group_1180",8.32576e-30
"cycA_2~~~cycA_3~~~cycA_1group_1215",2.12052e-22
"cycA_2~~~cycA_3~~~cycA_1group_1224",1.66742e-09
"cycA_2~~~cycA_3~~~cycA_1group_1232",2.85127e-14
"cycA_2~~~cycA_3~~~cycA_1group_1242",1.70873e-14
"cycA_2~~~cycA_3~~~cycA_1group_1244",-1.26226e-11
"cycA_2~~~cycA_3~~~cycA_1group_1275",2.72956e-19
"cycA_2~~~cycA_3~~~cycA_1group_1324",2.99706e-24
"cycA_2~~~cycA_3~~~cycA_1group_1345",1.34078e-10
"cycA_2~~~cycA_3~~~cycA_1group_1598",5.91877e-10
"cycA_2~~~cycA_3~~~cycA_1group_162",5.05756e-38
"cycA_2~~~cycA_3~~~cycA_1group_1636",-8.37436e-12
"cycA_2~~~cycA_3~~~cycA_1group_1668",2.82235e-08
"cycA_2~~~cycA_3~~~cycA_1group_1670",-2.10396e-21
"cycA_2~~~cycA_3~~~cycA_1group_1694",4.87185e-24
"cycA_2~~~cycA_3~~~cycA_1group_171",2.75261e-14
"cycA_2~~~cycA_3~~~cycA_1group_1776",9.32275e-25
"cycA_2~~~cycA_3~~~cycA_1group_1789",2.03198e-32
"cycA_2~~~cycA_3~~~cycA_1group_1803",7.45589e-17
"cycA_2~~~cycA_3~~~cycA_1group_1904",1.17444e-37
"cycA_2~~~cycA_3~~~cycA_1group_1908",3.69597e-23
"cycA_2~~~cycA_3~~~cycA_1group_1911",1.82922e-17
"cycA_2~~~cycA_3~~~cycA_1group_1931",1.3258e-38
"cycA_2~~~cycA_3~~~cycA_1group_1987",1.46363e-09
"cycA_2~~~cycA_3~~~cycA_1group_1990",2.43161e-38
"cycA_2~~~cycA_3~~~cycA_1group_1993",1.35817e-09
"cycA_2~~~cycA_3~~~cycA_1group_2",3.12593e-22
"cycA_2~~~cycA_3~~~cycA_1group_2003",2.48403e-09
"cycA_2~~~cycA_3~~~cycA_1group_2085",2.3288e-16
"cycA_2~~~cycA_3~~~cycA_1group_2167",1.72459e-14
"cycA_2~~~cycA_3~~~cycA_1group_2241",1.09528e-13
"cycA_2~~~cycA_3~~~cycA_1group_2264",-9.49424e-11
"cycA_2~~~cycA_3~~~cycA_1group_2276",-1.22233e-11
"cycA_2~~~cycA_3~~~cycA_1group_2328",5.97727e-08
"cycA_2~~~cycA_3~~~cycA_1group_2346",-4.14385e-09
"cycA_2~~~cycA_3~~~cycA_1group_2393",-5.21026e-09
"cycA_2~~~cycA_3~~~cycA_1group_242",2.26348e-09
"cycA_2~~~cycA_3~~~cycA_1group_244",4.58198e-10
"cycA_2~~~cycA_3~~~cycA_1group_2473",3.86503e-34
"cycA_2~~~cycA_3~~~cycA_1group_2524",1.6542e-25
"cycA_2~~~cycA_3~~~cycA_1group_2557",2.8053e-13
"cycA_2~~~cycA_3~~~cycA_1group_2594",6.6781e-20
"cycA_2~~~cycA_3~~~cycA_1group_331",2.02218e-18
"cycA_2~~~cycA_3~~~cycA_1group_333",4.73918e-21
"cycA_2~~~cycA_3~~~cycA_1group_358",1.29026e-08
"cycA_2~~~cycA_3~~~cycA_1group_405",6.31324e-20
"cycA_2~~~cycA_3~~~cycA_1group_475",4.39407e-37
"cycA_2~~~cycA_3~~~cycA_1group_515",1.0728e-08
"cycA_2~~~cycA_3~~~cycA_1group_526",-7.03912e-14
"cycA_2~~~cycA_3~~~cycA_1group_567",4.0978e-08
"cycA_2~~~cycA_3~~~cycA_1group_593",-3.28584e-13
"cycA_2~~~cycA_3~~~cycA_1group_628",-6.8109e-11
"cycA_2~~~cycA_3~~~cycA_1group_670",-1.29738e-13
"cycA_2~~~cycA_3~~~cycA_1group_680",1.3258e-38
"cycA_2~~~cycA_3~~~cycA_1group_71",1.34078e-10
"cycA_2~~~cycA_3~~~cycA_1group_726",5.87426e-12
"cycA_2~~~cycA_3~~~cycA_1group_732",5.60276e-35
"cycA_2~~~cycA_3~~~cycA_1group_737",-3.35901e-14
"cycA_2~~~cycA_3~~~cycA_1group_755",-7.25615e-20
"cycA_2~~~cycA_3~~~cycA_1group_756",2.4738e-19
"cycA_2~~~cycA_3~~~cycA_1group_773",-1.41841e-22
"cycA_2~~~cycA_3~~~cycA_1group_782",8.21562e-11
"cycA_2~~~cycA_3~~~cycA_1group_830",-4.93468e-10
"cycA_2~~~cycA_3~~~cycA_1group_857",8.88067e-08
"cycA_2~~~cycA_3~~~cycA_1group_858",3.17168e-11
"cycA_2~~~cycA_3~~~cycA_1group_878",4.39407e-37
"cycA_2~~~cycA_3~~~cycA_1group_906",1.3258e-38
"cycA_2~~~cycA_3~~~cycA_1group_920",7.89154e-24
"cycA_2~~~cycA_3~~~cycA_1group_933",9.25081e-29
"cycA_2~~~cycA_3~~~cycA_1group_937",1.71946e-08
"cycA_2~~~cycA_3~~~cycA_1group_938",1.0994e-14
"cycA_2~~~cycA_3~~~cycA_1group_954",1.48501e-21
"cycA_2~~~cycA_3~~~cycA_1hlgA_2~~~hlgC~~~lukS~~~hlgA",8.02437e-37
"cycA_2~~~cycA_3~~~cycA_1hlgB~~~lukF~~~hlgB_2~~~hlgB_1",-7.03912e-14
"cycA_2~~~cycA_3~~~cycA_1hylB_2~~~hylB~~~hylB_1",1.21638e-08
"cycA_2~~~cycA_3~~~cycA_1hylB~~~hylB_2~~~hylB_1",1.71946e-08
"cycA_2~~~cycA_3~~~cycA_1isaB_2~~~isaB_3~~~isaB~~~isaB_1",7.01972e-32
"cycA_2~~~cycA_3~~~cycA_1lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9",3.59737e-08
"cycA_2~~~cycA_3~~~cycA_1lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8",2.37631e-12
"cycA_2~~~cycA_3~~~cycA_1lpl2_9",5.2381e-13
"cycA_2~~~cycA_3~~~cycA_1mleS_2~~~mleS~~~mleS_1",2.3966e-25
"cycA_2~~~cycA_3~~~cycA_1mnhD1_2~~~mrpD~~~mnhD1_1~~~mnhD1_3",-1.39919e-12
"cycA_2~~~cycA_3~~~cycA_1mrpA~~~mrpA_1~~~mrpA_2~~~mnhA1_2~~~mnhA1_1",-7.03912e-14
"cycA_2~~~cycA_3~~~cycA_1mrpB_2~~~mrpB",3.02177e-21
"cycA_2~~~cycA_3~~~cycA_1mrpB~~~mrpB_2~~~mrpB_1",-3.28584e-13
"cycA_2~~~cycA_3~~~cycA_1mta~~~tipA",9.25498e-38
"cycA_2~~~cycA_3~~~cycA_1murJ_1~~~murJ_2~~~murJ",-3.42282e-12
"cycA_2~~~cycA_3~~~cycA_1narX",3.67305e-20
"cycA_2~~~cycA_3~~~cycA_1nasE~~~nasF~~~sumT",2.62095e-35
"cycA_2~~~cycA_3~~~cycA_1nhoA",1.0453e-12
"cycA_2~~~cycA_3~~~cycA_1nirC",4.61174e-24
"cycA_2~~~cycA_3~~~cycA_1norB_4~~~norB_2~~~norB_6~~~norB_5~~~norB_3~~~norB_1~~~norB_7",2.84505e-15
"cycA_2~~~cycA_3~~~cycA_1nreB_1~~~nreB_2~~~nreB",4.39037e-34
"cycA_2~~~cycA_3~~~cycA_1pbpX_3~~~pbpX_1~~~pbpX_2",1.16216e-38
"cycA_2~~~cycA_3~~~cycA_1pcp_2~~~pcp",7.45589e-17
"cycA_2~~~cycA_3~~~cycA_1relJ",-6.60261e-10
"cycA_2~~~cycA_3~~~cycA_1rnhA",2.102e-22
"cycA_2~~~cycA_3~~~cycA_1rnhA~~~rnhA_2",-4.75632e-11
"cycA_2~~~cycA_3~~~cycA_1rpoE~~~rpoE_2~~~rpoE_1",1.04036e-07
"cycA_2~~~cycA_3~~~cycA_1sdrE~~~bbp_1~~~sdrE_1~~~sdrD_1~~~sdrD_2~~~sdrC_1~~~sdrC~~~sdrE_3~~~sdrD~~~sdrC_2~~~bbp~~~sdrD_3",3.02898e-16
"cycA_2~~~cycA_3~~~cycA_1sdrM_3~~~sdrM_2~~~sdrM_1~~~sdrM",2.75926e-38
"cycA_2~~~cycA_3~~~cycA_1sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2",-4.51193e-22
"cycA_2~~~cycA_3~~~cycA_1sepA_2~~~sepA",1.16216e-38
"cycA_2~~~cycA_3~~~cycA_1sepA~~~sepA_2",-6.463e-24
"cycA_2~~~cycA_3~~~cycA_1sigS_2~~~sigS~~~sigS_1",1.16216e-38
"cycA_2~~~cycA_3~~~cycA_1slmA",2.01386e-10
"cycA_2~~~cycA_3~~~cycA_1speC_1~~~speC_3",2.18429e-19
"cycA_2~~~cycA_3~~~cycA_1speC~~~speC_2~~~speC_1~~~tst_2~~~speC_3",2.92243e-24
"cycA_2~~~cycA_3~~~cycA_1speH",-6.5619e-21
"cycA_2~~~cycA_3~~~cycA_1splA~~~splA_2~~~splA_1~~~splB",-9.90655e-16
"cycA_2~~~cycA_3~~~cycA_1splE_1~~~splE_2~~~splF~~~splD_2~~~splE~~~splF_1~~~splD~~~splF_2",-9.49424e-11
"cycA_2~~~cycA_3~~~cycA_1sraP_2~~~sraP_1~~~sraP~~~sasG~~~sraP_3",5.21854e-12
"cycA_2~~~cycA_3~~~cycA_1tagE_3~~~gtf1_2~~~tagE_1~~~tagE_4~~~tagE_2",1.6542e-25
"cycA_2~~~cycA_3~~~cycA_1tcyN~~~tcyC_1~~~tcyC_2~~~tcyC_3",2.4022e-37
"cycA_2~~~cycA_3~~~cycA_1trpC~~~trpC_1~~~trpC_2",-3.42282e-12
"cycA_2~~~cycA_3~~~cycA_1trpD2~~~trpD_2~~~trpD~~~trpD_1",-3.28584e-13
"cycA_2~~~cycA_3~~~cycA_1tst_2~~~tst_1~~~tst",1.91131e-30
"cycA_2~~~cycA_3~~~cycA_1tst_3~~~tst_1",3.57083e-15
"cycA_2~~~cycA_3~~~cycA_1tst_3~~~tst_2~~~tst_1~~~tst_5",1.50653e-09
"cycA_2~~~cycA_3~~~cycA_1wbgU~~~galE~~~galE1",-6.60261e-10
"cycA_2~~~cycA_3~~~cycA_1wbgU~~~galE~~~galE1~~~wbgU_1~~~fcl~~~wbgU_2",5.38494e-17
"cycA_2~~~cycA_3~~~cycA_1xerC_1~~~xerC_4~~~xerC_6~~~xerC_3~~~xerC_2~~~xerC_5",4.20788e-10
"cycA_2~~~cycA_3~~~cycA_1xerC_4~~~xerC_3~~~xerC_5~~~xerC_2~~~xerC_1",3.3067e-09
"cycA_2~~~cycA_3~~~cycA_1xerD_3~~~xerD_2",6.33276e-39
"cycA_2~~~cycA_3~~~cycA_1ybhF~~~ybhF_2~~~yxlF_2~~~artM~~~yxlF_1",4.39961e-18
"cycA_2~~~cycA_3~~~cycA_1ybhR~~~ybhS",7.16711e-18
"cycA_2~~~cycA_3~~~cycA_1yceI",7.45589e-17
"cycA_2~~~cycA_3~~~cycA_1yceI~~~yceI_2",-4.93468e-10
"cycA_2~~~cycA_3~~~cycA_1ydaG~~~ydaG_1~~~ydaG_2",1.92718e-11
"cycA_2~~~cycA_3~~~cycA_1yhfT~~~menE_2~~~yhfT_2~~~yhfT_1",5.27271e-11
"cycA_2~~~cycA_3~~~cycA_1ykoC_2~~~ykoC_1~~~ykoC~~~ecfT_1~~~ecfT_2",-1.22233e-11
"cycA_2~~~cycA_3~~~cycA_1ykoD_2~~~ecfA3~~~ecfA1_1~~~ykoD_1~~~ecfA1_2~~~ykoD_3",-1.22233e-11
"cycA_2~~~cycA_3~~~cycA_1ykuT_1~~~ykuT",2.51966e-08
"cycA_2~~~cycA_3~~~cycA_1yusV~~~fecE",2.71377e-32
"cycA_2~~~cycA_3~~~cycA_1ywtF~~~lytR_2~~~lytR_3",-6.463e-24
"cycA_2~~~cycA_3~~~cycA_1ywtF~~~lytR_3",6.33276e-39
"cycA_2~~~cycA_3~~~cycA_1yydJ~~~yydJ_2~~~yydJ_1",-1.75924e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2dus~~~dus_1~~~dus_2",2.38593e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2eamA~~~yedA",2.07614e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2ebh_3~~~ebh_2~~~ebh_1~~~ebh_5~~~ebh_4~~~ebhA~~~ebhA_1~~~ebh_6~~~ebhA_3~~~ebhA_2~~~ebh_7",1.35297e-13
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2ebh_8~~~ebh_7~~~ebhA~~~ebh_1~~~ebh_2~~~ebh_6~~~ebh_3~~~ebh_5~~~ebhA_1~~~ebh~~~ebhA_2~~~ebh_4",-2.72425e-14
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2emp~~~ssp~~~ssp_2~~~ssp_1~~~emp_1~~~emp_2",4.43066e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2emrY~~~emrB_2~~~emrB_1~~~emrY_2~~~ribZ~~~emrY_1~~~qacA~~~hsrA~~~emrB_3",7.57439e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2essD~~~essD_2~~~essD_1~~~essD_3",3.55065e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2esxC~~~esxB_2~~~esxB~~~esxB_1",1.72632e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2esxD",1.39079e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2fbp",-1.25668e-13
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2fccB",5.57232e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2fecD_2~~~fecD_1~~~feuB_1~~~feuB_2~~~yfhA~~~btuC",9.72612e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2fecE~~~yusV~~~ykoD_3",3.8783e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2fetA_2~~~fetA_1~~~fetA~~~mlaF",7.52167e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2fib_2~~~fib_1",9.08861e-23
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2fib_3~~~fib_2~~~fib_1",-3.90362e-15
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2flA~~~salL_2~~~salL~~~salL_1",5.2966e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2flr~~~flr_2~~~flr_1",9.31945e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2ftsE~~~fetA~~~fetA_2~~~fetA_1",-1.60297e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2glpE_1~~~glpE_2~~~gloC~~~glpE_3~~~gloC_2~~~gloB_2~~~gloB_1~~~glpE_4~~~gloC_1~~~moeZ_3",5.57232e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2graS_2~~~graS_1~~~graS_4~~~graS_3~~~graS",2.12223e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1033",1.34537e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1180",-1.73567e-15
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1215",-5.49009e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1231",5.39431e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1244",2.38871e-16
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1324",-5.15796e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1383",2.85695e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1461",1.08395e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1597",4.66782e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1636",1.5933e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1670",1.01212e-23
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1694",-1.60297e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1776",-3.63169e-13
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1789",-1.67418e-18
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1803",-3.20123e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1841",6.12654e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_188",1.22799e-16
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1904",-2.10396e-21
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1908",-1.35138e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1978",3.36847e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_1998",3.28377e-14
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2060",1.23791e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2067",6.08852e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2089",6.4482e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2264",1.18918e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2269",2.20265e-22
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2276",5.2966e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2346",1.39079e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2393",5.20881e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2429",7.25681e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2473",-2.37249e-20
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2519",4.57707e-19
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2524",-3.28584e-13
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2539",3.80202e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2541",2.12223e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2550",1.64395e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2569",1.4911e-20
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2587",2.29226e-15
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2594",-1.5707e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2600",1.00864e-17
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_2634",3.86412e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_283",3.04291e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_331",-1.89638e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_333",-3.68615e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_352",6.39869e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_405",-8.24239e-13
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_437",1.4911e-20
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_443",2.22465e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_446",4.97244e-16
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_475",-1.41841e-22
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_493",3.97669e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_526",3.53895e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_564",6.49425e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_568",6.29732e-17
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_593",3.01897e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_628",7.09278e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_663",1.04634e-23
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_665",1.23432e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_670",1.93814e-13
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_732",-2.16893e-19
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_737",3.7936e-15
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_749",1.95362e-23
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_754",5.45983e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_755",3.55701e-20
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_756",-1.5707e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_769",4.0416e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_773",3.53727e-23
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_791",1.90646e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_806",-3.42282e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_812",1.66922e-16
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_830",1.33489e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_863",3.36847e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_878",-1.41841e-22
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_920",-1.60297e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_954",-1.27161e-14
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_959",4.61806e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_988",1.07928e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2group_990",6.87965e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2hlgA_2~~~hlgC~~~lukS~~~hlgA",-2.37249e-20
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2hlgA~~~hlgA_1~~~hlgA_2",1.23974e-14
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2hlgB~~~lukF~~~hlgB_2~~~hlgB_1",5.18591e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2hylB~~~hylB_1~~~hylB_2",5.45977e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2isaB_2~~~isaB_3~~~isaB~~~isaB_1",-1.67418e-18
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2isaB~~~isaB_1~~~isaB_2",1.25761e-21
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2leuA_1~~~leuA_2~~~leuA_3",2.9131e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2leuD~~~leuD_1~~~leuD_2",5.43972e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9",4.59891e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2lpl2_5~~~lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_9",1.44104e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2lpl2_7~~~lpl2_3~~~lpl2_2~~~lpl2_4~~~lpl2_5~~~lpl2_1~~~lpl2_6",1.59862e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2lpl2_7~~~lpl2_6~~~lpl2_2~~~lpl2_3~~~lpl2_4~~~lpl2_5",2.46867e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2lpl2_9",-5.18793e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2lukDv~~~lukDv_1~~~lukDv_2~~~lukDv_3",2.93736e-21
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2lukEv~~~hlgA_1~~~lukEv_2~~~lukEv_3~~~lukEv_1~~~lukE",6.87669e-21
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2lukS~~~hlgC~~~hlgC_1~~~hlgA_2~~~hlgC_2",7.86225e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2mleS_2~~~mleS~~~mleS_1",-1.57942e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2mnhD1_2~~~mrpD~~~mnhD1_1~~~mnhD1_3",3.82938e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2mrpA~~~mrpA_1~~~mrpA_2~~~mnhA1_2~~~mnhA1_1",3.53895e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2mrpB_2~~~mrpB",-3.42282e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2mrpB~~~mrpB_2~~~mrpB_1",2.9462e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2murJ_1",-3.42282e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2murJ_1~~~murJ_2~~~murJ",1.81624e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2narX",-3.68615e-10
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2narX~~~narX_2",6.94617e-16
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2nasE~~~cobM_1~~~sumT~~~nasF",6.96162e-08
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2nasE~~~nasF~~~sumT",-2.37249e-20
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2nirC",-1.60297e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2nirC~~~nirC_2",1.36886e-17
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2norG_1~~~norG~~~norG_2",2.43873e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2nreB_1~~~nreB_2~~~nreB",-2.37249e-20
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2nreB~~~nreB_1~~~nreB_2",1.68396e-21
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2pbpX_1~~~pbpX_2~~~pbpX_3",1.15674e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2pcp_2~~~pcp",-3.20123e-09
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2pspE~~~glpE_4~~~glpE_3~~~glpE_1~~~tusA~~~glpE_2",5.57232e-12
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2ricR~~~ricR_1~~~ricR_2",1.05299e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2rnhA",-1.99957e-11
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2rnhA~~~rnhA_2",7.37493e-17
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2scn_2~~~scn_1~~~scn_3",4.3481e-19
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2",1.28008e-23
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2sepA_1~~~aur~~~aur_1~~~aur_2",2.23715e-21
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2sepA~~~sepA_2",7.05972e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2sigS~~~sigS_2",4.0416e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2skfC",2.93166e-24
"cycA_4~~~cycA_3~~~cycA_1~~~cycA_2speC_1~~~speC_3",-1.5707e-10
