Source	Target	weight
adhR	group_813	6.71778e-09
adhR	group_2327	6.71778e-09
adhR	group_1940	2.5027e-09
adhR	group_1984	6.16047e-11
adhR	group_1106	6.71778e-09
adhR	group_2272	6.71778e-09
adhR	group_1309	4.40913e-09
adhR	group_387	2.65401e-10
adhR	group_2581	1.73354e-11
adhR	group_2016	1.73354e-11
adhR	group_1981	1.73354e-11
adhR	group_2008	1.73354e-11
adhR	group_2334	1.73354e-11
adhR	group_2410	1.73354e-11
adhR	aroB~~~aroB_2	1.73354e-11
adhR	group_792	1.73354e-11
adhR	group_2335	1.73354e-11
adhR	group_914	4.40913e-09
agrA~~~dpiB	agrB_2~~~agrB_1~~~agrB	1.10813e-20
agrA~~~dpiB	group_2251	1.28536e-10
agrB_2~~~agrB_1~~~agrB	group_2444	3.29385e-10
agrB_2~~~agrB_1~~~agrB	ydhC~~~ymfD	1.63451e-09
agrB_2~~~agrB_1~~~agrB	zitR~~~sarZ_2~~~sarZ_1	5.64833e-09
agrB_2~~~agrB_1~~~agrB	agrB~~~agrB_1~~~agrB_2~~~agrB_3	4.65727e-11
agrB_2~~~agrB~~~agrB_1	azo1~~~azo1_1~~~azo1_2	4.05725e-10
agrB_2~~~agrB~~~agrB_1	group_1238	4.05725e-10
agrB_2~~~agrB~~~agrB_1	ktrB_2~~~ktrB_3~~~ktrB_1~~~ktrB	9.61225e-11
agrB_2~~~agrB~~~agrB_1	yefM	4.40913e-09
agrB~~~agrB_1~~~agrB_2~~~agrB_3	group_2300	7.50112e-10
aldC_2~~~aldC_1~~~aldC_3	bglA_1~~~bglA~~~bglA_2	3.27776e-10
aldC_2~~~aldC_1~~~aldC_3	group_726	1.14067e-12
aldC_2~~~aldC_1~~~aldC_3	narX	3.57327e-13
aldC_2~~~aldC_1~~~aldC_3	group_2613	3.81363e-10
aldC_2~~~aldC_1~~~aldC_3	group_343	5.73212e-09
aldC_3~~~aldC_1~~~aldC_2	trpG_1~~~trpG_3~~~trpG_2~~~pabA	6.84111e-09
aldC_3~~~aldC_1~~~aldC_2	yhfT_1~~~yhfT~~~menE_1~~~menE~~~menE_2~~~yhfT_2	6.84111e-09
aldC_3~~~aldC_1~~~aldC_2	sarT~~~sarT_1	2.58907e-09
aldC_3~~~aldC_1~~~aldC_2	desK~~~desK_2~~~uhpB	6.84111e-09
aldC_3~~~aldC_1~~~aldC_2	sarU~~~sarU_1~~~sarU_2	9.44174e-10
aldC_3~~~aldC_1~~~aldC_2	group_1582	1.39433e-09
aldC_3~~~aldC_1~~~aldC_2	tst_1~~~tst_2~~~tst_3	2.58907e-09
aldC_3~~~aldC_1~~~aldC_2	cls_1~~~cls_2~~~clsA~~~cls_3	1.39433e-09
aldC_3~~~aldC_1~~~aldC_2	group_2563	2.61124e-09
aldC_3~~~aldC_1~~~aldC_2	group_437	2.58907e-09
aldC_3~~~aldC_1~~~aldC_2	group_2569	2.58907e-09
aldC_3~~~aldC_1~~~aldC_2	group_1244	1.11543e-10
aldC_3~~~aldC_1~~~aldC_2	fosB	6.02683e-14
aldC_3~~~aldC_1~~~aldC_2	group_2519	1.11543e-10
aldC_3~~~aldC_1~~~aldC_2	tipA~~~mta~~~mta_1	3.26246e-12
aldC_3~~~aldC_1~~~aldC_2	nirC~~~nirC_2	9.11545e-13
aldC_3~~~aldC_1~~~aldC_2	traP	9.11545e-13
aldC_3~~~aldC_1~~~aldC_2	group_2600	2.19472e-11
aldC_3~~~aldC_1~~~aldC_2	rnhA~~~rnhA_2	9.11545e-13
aldC_3~~~aldC_1~~~aldC_2	speH_2~~~speC_3	3.24304e-09
aldC_3~~~aldC_1~~~aldC_2	group_188	6.02683e-14
aldC_3~~~aldC_1~~~aldC_2	group_812	7.63714e-10
aldC_3~~~aldC_1~~~aldC_2	splB~~~splB_2~~~splB_1	4.86254e-10
aldC_3~~~aldC_1~~~aldC_2	lpl2_7~~~lpl2_6~~~lpl2_2~~~lpl2_3~~~lpl2_4~~~lpl2_5	2.57694e-10
aldC_3~~~aldC_1~~~aldC_2	narX~~~narX_2	4.99108e-13
aldC_3~~~aldC_1~~~aldC_2	group_940	1.30065e-11
aldC_3~~~aldC_1~~~aldC_2	group_1998	1.59225e-10
aldC_3~~~aldC_1~~~aldC_2	group_791	5.58108e-11
aldC_3~~~aldC_1~~~aldC_2	bglA_2~~~bglA	3.44058e-10
aldC_3~~~aldC_1~~~aldC_2	lpl2_5~~~lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_9	1.14067e-12
appA~~~appA_2~~~appA_1	dppE_2~~~oppA~~~dppE_1~~~ygiS~~~dppE_3	3.93417e-15
appA~~~appA_2~~~appA_1	oppF_2~~~oppF_3~~~oppF_1	3.93417e-15
appA~~~appA_2~~~appA_1	oppD_3~~~oppD_4~~~oppD_5	1.4326e-13
appA~~~appA_2~~~appA_1	oppC_2~~~oppC_1~~~dppC	1.4326e-13
appA~~~appA_2~~~appA_1	oppB_1~~~oppB_2~~~dppB	1.4326e-13
appA~~~appA_2~~~appA_1	group_2500	1.02697e-09
appA~~~appA_2~~~appA_1	group_1922	1.02697e-09
appA~~~appA_2~~~appA_1	group_1923	3.28047e-09
appA~~~appA_2~~~appA_1	group_1602	1.02697e-09
appA~~~appA_2~~~appA_1	group_28	1.02697e-09
appA~~~appA_2~~~appA_1	group_597	1.02697e-09
arg_2~~~arg~~~arg_1	azo1~~~azo1_1~~~azo1_2	2.08298e-09
arg_2~~~arg~~~arg_1	opuD_1~~~opuD_3~~~betL_2~~~opuD_2~~~betL~~~opuD_4	2.08298e-09
arg_2~~~arg~~~arg_1	group_1238	5.05607e-11
arg_2~~~arg~~~arg_1	yoeB	6.14235e-09
arg_2~~~arg~~~arg_1	ktrB_2~~~ktrB_3~~~ktrB_1~~~ktrB	6.45952e-10
arg_2~~~arg~~~arg_1	tyrB~~~aspC~~~dapL	8.18391e-13
arg_2~~~arg~~~arg_1	yydJ~~~yydJ_2~~~yydJ_1	3.64493e-12
arg_2~~~arg~~~arg_1	yydI_2~~~yydI~~~yydI_1	5.24491e-11
arg_2~~~arg~~~arg_1	yceI~~~yceI_2	2.41646e-13
arg_2~~~arg~~~arg_1	group_830	2.41646e-13
arg_2~~~arg~~~arg_1	group_218	4.59957e-09
arg_2~~~arg~~~arg_1	group_2238	6.37309e-09
arg_2~~~arg~~~arg_1	pcp~~~pcp_1~~~pcp_2	7.10601e-09
arg_2~~~arg~~~arg_1	speH	3.08477e-10
arg_2~~~arg~~~arg_1	group_755	7.98135e-10
arg_2~~~arg~~~arg_1	group_773	3.11022e-11
arg_2~~~arg~~~arg_1	splA~~~splA_2~~~splA_1~~~splB	3.21581e-09
arg~~~arg_2~~~arg_1	group_1180	6.96066e-09
arg~~~arg_2~~~arg_1	baiA1_1~~~cpnA	2.28979e-10
arg~~~arg_2~~~arg_1	carA_2	5.72681e-10
arg~~~arg_2~~~arg_1	isaB_2~~~isaB_3~~~isaB~~~isaB_1	2.28979e-10
arg~~~arg_2~~~arg_1	group_1789	2.28979e-10
arg~~~arg_2~~~arg_1	aur_2~~~aur_1~~~aur	2.28979e-10
arg~~~arg_2~~~arg_1	group_2473	3.15032e-11
arg~~~arg_2~~~arg_1	nreB_1~~~nreB_2~~~nreB	3.15032e-11
arg~~~arg_2~~~arg_1	group_732	8.72227e-11
arg~~~arg_2~~~arg_1	nasE~~~nasF~~~sumT	3.15032e-11
arg~~~arg_2~~~arg_1	tcyN~~~tcyC_1~~~tcyC_2~~~tcyC_3	3.42282e-12
arg~~~arg_2~~~arg_1	group_475	3.42282e-12
arg~~~arg_2~~~arg_1	group_878	3.42282e-12
arg~~~arg_2~~~arg_1	group_1904	1.0729e-11
arg~~~arg_2~~~arg_1	cycA_2~~~cycA_3~~~cycA_1	7.03912e-14
arg~~~arg_2~~~arg_1	group_680	1.01485e-12
arg~~~arg_2~~~arg_1	bceA_3~~~bceA_1	1.01485e-12
arg~~~arg_2~~~arg_1	group_162	1.01485e-12
arg~~~arg_2~~~arg_1	group_906	1.01485e-12
arg~~~arg_2~~~arg_1	group_1990	1.01485e-12
arg~~~arg_2~~~arg_1	hlgA_2~~~hlgC~~~lukS~~~hlgA	3.15032e-11
arg~~~arg_2~~~arg_1	xerD_3~~~xerD_2	1.01485e-12
arg~~~arg_2~~~arg_1	graS_2~~~graS_3~~~graS_1	1.01485e-12
arg~~~arg_2~~~arg_1	bceB_1~~~bceB_2~~~bceB_4~~~bceB_3	1.01485e-12
arg~~~arg_2~~~arg_1	group_1931	1.01485e-12
arg~~~arg_2~~~arg_1	sdrM_3~~~sdrM_2~~~sdrM_1~~~sdrM	1.01485e-12
arg~~~arg_2~~~arg_1	mta~~~tipA	1.01485e-12
arg~~~arg_2~~~arg_1	ywtF~~~lytR_3	1.01485e-12
arg~~~arg_2~~~arg_1	sepA_2~~~sepA	1.01485e-12
arg~~~arg_2~~~arg_1	feuB_2~~~fecD_1~~~fecD_2	1.01485e-12
arg~~~arg_2~~~arg_1	pbpX_3~~~pbpX_1~~~pbpX_2	1.01485e-12
arg~~~arg_2~~~arg_1	sigS_2~~~sigS~~~sigS_1	1.01485e-12
arg~~~arg_2~~~arg_1	tst_3~~~tst_2~~~tst_1~~~tst_5	3.14694e-09
arg~~~arg_2~~~arg_1	yhfT~~~menE_2~~~yhfT_2~~~yhfT_1	3.14694e-09
arg~~~arg_2~~~arg_1	lpl2_9	2.64401e-13
arg~~~arg_2~~~arg_1	tst_2~~~tst_1~~~tst	3.71865e-09
arg~~~arg_2~~~arg_1	est_2~~~est_1	2.28979e-10
arg~~~arg_2~~~arg_1	group_1242	2.93342e-12
arg~~~arg_2~~~arg_1	group_171	3.15032e-11
arg~~~arg_2~~~arg_1	lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8	8.72227e-11
arg~~~arg_2~~~arg_1	nhoA	9.62543e-10
arg~~~arg_2~~~arg_1	wbgU~~~galE~~~galE1~~~wbgU_1~~~fcl~~~wbgU_2	6.87472e-14
arg~~~arg_2~~~arg_1	yceI	2.6924e-13
arg~~~arg_2~~~arg_1	group_1803	2.6924e-13
arg~~~arg_2~~~arg_1	pcp_2~~~pcp	2.6924e-13
arg~~~arg_2~~~arg_1	speC_1~~~speC_3	2.98264e-15
arg~~~arg_2~~~arg_1	group_2594	2.98264e-15
arg~~~arg_2~~~arg_1	mrpB_2~~~mrpB	7.13719e-18
arg~~~arg_2~~~arg_1	sdrE~~~bbp_1~~~sdrE_1~~~sdrD_1~~~sdrD_2~~~sdrC_1~~~sdrC~~~sdrE_3~~~sdrD~~~sdrC_2~~~bbp~~~sdrD_3	1.39856e-09
arg~~~arg_2~~~arg_1	group_756	2.98264e-15
arg~~~arg_2~~~arg_1	trpD2~~~trpD~~~trpD_2~~~trpD_1	7.13719e-18
arg~~~arg_2~~~arg_1	murJ_1	7.13719e-18
arg~~~arg_2~~~arg_1	group_806	7.13719e-18
arg~~~arg_2~~~arg_1	trpC	7.13719e-18
arg~~~arg_2~~~arg_1	group_2082	4.93657e-10
arg~~~arg_2~~~arg_1	group_1588	1.35957e-11
arg~~~arg_2~~~arg_1	aspC	3.37286e-12
arg~~~arg_2~~~arg_1	opuD_4~~~betL~~~opuD_3~~~opuD_2	5.36847e-09
aroB~~~aroB_1	group_1978	3.77935e-09
aroB~~~aroB_1	group_813	5.72101e-11
aroB~~~aroB_1	group_2089	6.14235e-09
aroB~~~aroB_1	macB~~~macB_2~~~macB_1	5.51854e-10
aroB~~~aroB_1	group_1769	3.77935e-09
aroB~~~aroB_1	group_2205	5.51854e-10
aroB~~~aroB_1	group_1996	5.51854e-10
aroB~~~aroB_1	group_1882	5.51854e-10
aroB~~~aroB_1	yknY~~~yknY_1~~~yknY_2~~~macB_1	5.51854e-10
aroB~~~aroB_1	group_518	5.51854e-10
aroB~~~aroB_1	natA_1~~~rbsA~~~natA_4~~~opuBA_1~~~natA_2	5.51854e-10
aroB~~~aroB_1	group_124	6.14235e-09
aroB~~~aroB_1	group_240	5.51854e-10
aroB~~~aroB_1	natA_3	6.14235e-09
aroB~~~aroB_1	group_2327	2.3364e-09
aroB~~~aroB_1	group_1940	1.55531e-11
aroB~~~aroB_1	group_1984	8.17334e-10
aroB~~~aroB_1	group_1106	5.72101e-11
aroB~~~aroB_1	group_325	4.72118e-09
aroB~~~aroB_1	group_2272	2.3364e-09
aroB~~~aroB_1	aroC~~~aroC_2~~~aroC_1	6.14235e-09
aroB~~~aroB_1	group_1309	1.43347e-09
aroB~~~aroB_1	tdcB~~~tdcB_2~~~tdcB_1	5.51854e-10
aroB~~~aroB_1	group_387	7.11671e-13
aroB~~~aroB_1	group_1834	3.59942e-12
aroB~~~aroB_1	group_2581	3.59942e-12
aroB~~~aroB_2	group_84	4.05725e-10
aroB~~~aroB_2	group_441	2.08298e-09
aroB~~~aroB_2	group_2388	7.44004e-10
aroC~~~aroC_1~~~aroC_2	leuD~~~leuD_1~~~leuD_2	8.94289e-10
aroC~~~aroC_1~~~aroC_2	fetA_2~~~fetA_1~~~fetA~~~mlaF	1.73121e-10
aroC~~~aroC_1~~~aroC_2	ydaG~~~ydaG_2	7.74525e-09
aroC~~~aroC_1~~~aroC_2	group_1231	2.62174e-12
aroC~~~aroC_1~~~aroC_2	group_1383	1.21714e-09
aroC~~~aroC_1~~~aroC_2	group_2550	1.22762e-10
aroC~~~aroC_1~~~aroC_2	group_1769	4.4906e-10
aroC~~~aroC_1~~~aroC_2	group_2327	1.84042e-10
aroC~~~aroC_1~~~aroC_2	aroC~~~aroC_2~~~aroC_1	2.52445e-18
aroC~~~aroC_1~~~aroC_2	group_387	2.05681e-10
aroC~~~aroC_1~~~aroC_2	group_1834	7.44004e-10
aroC~~~aroC_1~~~aroC_2	group_2581	7.44004e-10
aroC~~~aroC_1~~~aroC_2	group_1743	7.93481e-09
aroC~~~aroC_2~~~aroC_1	group_1668	7.98135e-10
aroC~~~aroC_2~~~aroC_1	group_1025	8.73293e-11
aroC~~~aroC_2~~~aroC_1	ydaG~~~ydaG_1~~~ydaG_2	3.21581e-09
aspC	yydI_2~~~yydI~~~yydI_1	3.93417e-15
aspC	emrY~~~emrB_2~~~emrB_1~~~emrY_2~~~ribZ~~~emrY_1~~~qacA~~~hsrA~~~emrB_3	8.18391e-13
aspC	hlgB~~~lukF~~~hlgB_2~~~hlgB_1	3.37286e-12
aspC	mrpA~~~mrpA_1~~~mrpA_2~~~mnhA1_2~~~mnhA1_1	3.37286e-12
aspC	emp~~~ssp~~~ssp_2~~~ssp_1~~~emp_1~~~emp_2	1.2286e-11
aspC	group_526	3.37286e-12
aspC	group_593	1.2286e-11
aspC	mrpB~~~mrpB_2~~~mrpB_1	1.2286e-11
aspC	group_628	8.7865e-10
aspC	relJ	5.00665e-09
aspC	speH	5.00665e-09
aspC	sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2	2.15407e-09
aspC	sepA~~~sepA_2	5.00665e-09
aspC	ywtF~~~lytR_2~~~lytR_3	5.00665e-09
aspC	fecD_2~~~fecD_1~~~feuB_1~~~feuB_2~~~yfhA~~~btuC	5.00665e-09
aspC	fecE~~~yusV~~~ykoD_3	5.00665e-09
aur_2~~~aur_1~~~aur	emrY~~~emrB_2~~~emrB_1~~~emrY_2~~~ribZ~~~emrY_1~~~qacA~~~hsrA~~~emrB_3	6.48112e-11
aur_2~~~aur_1~~~aur	hlgB~~~lukF~~~hlgB_2~~~hlgB_1	2.28979e-10
aur_2~~~aur_1~~~aur	mrpA~~~mrpA_1~~~mrpA_2~~~mnhA1_2~~~mnhA1_1	2.28979e-10
aur_2~~~aur_1~~~aur	emp~~~ssp~~~ssp_2~~~ssp_1~~~emp_1~~~emp_2	7.60859e-10
aur_2~~~aur_1~~~aur	group_526	2.28979e-10
aur_2~~~aur_1~~~aur	group_593	7.60859e-10
aur_2~~~aur_1~~~aur	murJ_1~~~murJ_2~~~murJ	2.28979e-10
aur_2~~~aur_1~~~aur	trpC~~~trpC_1~~~trpC_2	2.28979e-10
aur_2~~~aur_1~~~aur	trpD2~~~trpD_2~~~trpD~~~trpD_1	7.60859e-10
aur_2~~~aur_1~~~aur	mrpB~~~mrpB_2~~~mrpB_1	7.60859e-10
aur_2~~~aur_1~~~aur	mnhD1_2~~~mrpD~~~mnhD1_1~~~mnhD1_3	2.38802e-09
aur_2~~~aur_1~~~aur	yceI~~~yceI_2	5.58151e-14
aur_2~~~aur_1~~~aur	group_830	5.58151e-14
aur_2~~~aur_1~~~aur	wbgU~~~galE~~~galE1	1.27384e-13
aur_2~~~aur_1~~~aur	ebh_3~~~ebh_2~~~ebh_1~~~ebh_5~~~ebh_4~~~ebhA~~~ebhA_1~~~ebh_6~~~ebhA_3~~~ebhA_2~~~ebh_7	3.38311e-11
aur_2~~~aur_1~~~aur	group_2238	2.1784e-09
aur_2~~~aur_1~~~aur	group_2539	3.14959e-11
aur_2~~~aur_1~~~aur	group_670	4.10085e-10
aur_2~~~aur_1~~~aur	speH	2.4094e-15
aur_2~~~aur_1~~~aur	splE_1~~~splE_2~~~splF~~~splD_2~~~splE~~~splF_1~~~splD~~~splF_2	6.3622e-09
aur_2~~~aur_1~~~aur	sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2	3.82705e-18
aur_2~~~aur_1~~~aur	bceA_2~~~bceA_1~~~bceA_3	1.67418e-18
aur_2~~~aur_1~~~aur	sepA~~~sepA_2	1.90402e-19
aur_2~~~aur_1~~~aur	graS_2~~~graS_1~~~graS_4~~~graS_3~~~graS	1.67418e-18
aur_2~~~aur_1~~~aur	ywtF~~~lytR_2~~~lytR_3	1.90402e-19
aur_2~~~aur_1~~~aur	tst_2~~~tst~~~tst_1~~~tst_3	1.2722e-17
aur_2~~~aur_1~~~aur	xerD_3~~~xerD_2~~~xerD_4~~~xerD_1	1.67418e-18
aur_2~~~aur_1~~~aur	fecD_2~~~fecD_1~~~feuB_1~~~feuB_2~~~yfhA~~~btuC	1.90402e-19
aur_2~~~aur_1~~~aur	cycA_4~~~cycA_3~~~cycA_1~~~cycA_2	1.67418e-18
aur_2~~~aur_1~~~aur	group_2541	1.67418e-18
aur_2~~~aur_1~~~aur	bceB_4~~~bceB_3~~~bceB_2~~~bceB_1	1.67418e-18
aur_2~~~aur_1~~~aur	fecE~~~yusV~~~ykoD_3	1.90402e-19
aur_2~~~aur_1~~~aur	group_283	1.2722e-17
aur_2~~~aur_1~~~aur	skfC	1.67418e-18
aur_2~~~aur_1~~~aur	sigS~~~sigS_2	1.2722e-17
aur_2~~~aur_1~~~aur	group_769	1.67418e-18
aur_2~~~aur_1~~~aur	pbpX_1~~~pbpX_2~~~pbpX_3	1.67418e-18
aur_2~~~aur_1~~~aur	group_737	7.2559e-19
aur_2~~~aur_1~~~aur	group_1670	1.2722e-17
aur_2~~~aur_1~~~aur	speC~~~speC_2~~~speH~~~speC_1~~~speC_3~~~tst_2~~~speH_1~~~tst_3	1.67418e-18
aur_2~~~aur_1~~~aur	group_663	8.52753e-17
aur_2~~~aur_1~~~aur	group_755	1.27161e-14
aur_2~~~aur_1~~~aur	group_749	8.52753e-17
aur_2~~~aur_1~~~aur	group_773	1.8881e-16
aur_2~~~aur_1~~~aur	lukS~~~hlgC~~~hlgC_1~~~hlgA_2~~~hlgC_2	5.12127e-16
aur_2~~~aur_1~~~aur	tcyC~~~tcyC_2~~~tcyN~~~tcyC_1~~~tcyC_3~~~yxeO	1.2722e-17
aur_2~~~aur_1~~~aur	speC_2~~~speC_1~~~speC~~~speC_3	5.60206e-18
aur_2~~~aur_1~~~aur	fib_2~~~fib_1	2.78965e-15
aur_2~~~aur_1~~~aur	nreB~~~nreB_1~~~nreB_2	5.12127e-16
aur_2~~~aur_1~~~aur	group_2269	1.2878e-15
aur_2~~~aur_1~~~aur	yfiZ_2	1.392e-14
aur_2~~~aur_1~~~aur	lukDv~~~lukDv_1~~~lukDv_2~~~lukDv_3	1.392e-14
aur_2~~~aur_1~~~aur	lukEv~~~hlgA_1~~~lukEv_2~~~lukEv_3~~~lukEv_1~~~lukE	1.392e-14
aur_2~~~aur_1~~~aur	yezG_1~~~yezG_8~~~yezG_2~~~yezG_3~~~yezG_7~~~yezG_6~~~yezG_4~~~yezG_5~~~yezG~~~yezG_9	1.82364e-10
aur_2~~~aur_1~~~aur	splA~~~splA_2~~~splA_1~~~splB	5.62714e-13
aur_2~~~aur_1~~~aur	group_437	4.14968e-12
aur_2~~~aur_1~~~aur	group_2569	4.14968e-12
aur_2~~~aur_1~~~aur	splC~~~splB~~~splB_3~~~splB_1~~~splB_2~~~splC_2~~~splC_1~~~splB_4	6.52696e-15
aur_2~~~aur_1~~~aur	group_2519	1.59225e-10
aur_2~~~aur_1~~~aur	scn_2~~~scn_1~~~scn_3	4.14968e-12
aur_2~~~aur_1~~~aur	esxC~~~esxB_2~~~esxB~~~esxB_1	4.97124e-11
aur_2~~~aur_1~~~aur	group_2346	7.47217e-12
aur_2~~~aur_1~~~aur	essD~~~essD_2~~~essD_1~~~essD_3	8.31186e-11
aur_2~~~aur_1~~~aur	esxD	7.47217e-12
aur_2~~~aur_1~~~aur	tipA~~~mta~~~mta_1	3.97112e-09
aur_2~~~aur_1~~~aur	speH_2~~~speC_3	1.41957e-09
aur_2~~~aur_1~~~aur	group_564	1.75948e-09
aur_2~~~aur_1~~~aur	group_665	4.75412e-09
azo1	yefM	3.14151e-10
azo1~~~azo1_1~~~azo1_2	mrpB_2~~~mrpB	5.36847e-09
azo1~~~azo1_1~~~azo1_2	trpD2~~~trpD~~~trpD_2~~~trpD_1	5.36847e-09
azo1~~~azo1_1~~~azo1_2	murJ_1	5.36847e-09
azo1~~~azo1_1~~~azo1_2	group_806	5.36847e-09
azo1~~~azo1_1~~~azo1_2	trpC	5.36847e-09
azo1~~~azo1_1~~~azo1_2	mrpA_1~~~mrpA~~~mnhA1_2~~~mrpA_2	2.08298e-09
azo1~~~azo1_1~~~azo1_2	group_1195	2.08298e-09
azo1~~~azo1_1~~~azo1_2	group_882	2.08298e-09
azo1~~~azo1_1~~~azo1_2	group_1839	2.08298e-09
azo1~~~azo1_1~~~azo1_2	lukDv_2~~~hlgB~~~hlgB_1~~~lukF	2.08298e-09
azo1~~~azo1_1~~~azo1_2	group_1982	2.08298e-09
azo1~~~azo1_1~~~azo1_2	mnhC1_2	2.08298e-09
azo1~~~azo1_1~~~azo1_2	group_323	2.08298e-09
azo1~~~azo1_1~~~azo1_2	tst_1~~~speC_1~~~tst_2~~~speC~~~speC_2	2.08298e-09
azo1~~~azo1_1~~~azo1_2	ssp~~~emp_1~~~emp_2~~~ssp_1~~~emp~~~ssp_2	2.08298e-09
azo1~~~azo1_1~~~azo1_2	emrY_1~~~emrY~~~ribZ~~~emrY_2	2.08298e-09
azo1~~~azo1_1~~~azo1_2	group_2466	5.36847e-09
azo1~~~azo1_1~~~azo1_2	group_1043	5.83755e-13
azo1~~~azo1_1~~~azo1_2	opuD_4~~~betL~~~opuD_3~~~opuD_2	5.83755e-13
bacC~~~xecD~~~bacC_2~~~bacC_1~~~lvr~~~dhbA	group_2444	6.38408e-09
bacC~~~xecD~~~bacC_2~~~bacC_1~~~lvr~~~dhbA	group_2188	6.08844e-10
bacC~~~xecD~~~bacC_2~~~bacC_1~~~lvr~~~dhbA	group_2636	2.32431e-09
bacC~~~xecD~~~bacC_2~~~bacC_1~~~lvr~~~dhbA	group_2379	4.05557e-11
bacC~~~xecD~~~bacC_2~~~bacC_1~~~lvr~~~dhbA	group_1	6.52696e-15
baiA1_1~~~cpnA	emrY~~~emrB_2~~~emrB_1~~~emrY_2~~~ribZ~~~emrY_1~~~qacA~~~hsrA~~~emrB_3	6.48112e-11
baiA1_1~~~cpnA	hlgB~~~lukF~~~hlgB_2~~~hlgB_1	2.28979e-10
baiA1_1~~~cpnA	mrpA~~~mrpA_1~~~mrpA_2~~~mnhA1_2~~~mnhA1_1	2.28979e-10
baiA1_1~~~cpnA	emp~~~ssp~~~ssp_2~~~ssp_1~~~emp_1~~~emp_2	7.60859e-10
baiA1_1~~~cpnA	group_526	2.28979e-10
baiA1_1~~~cpnA	group_593	7.60859e-10
baiA1_1~~~cpnA	murJ_1~~~murJ_2~~~murJ	2.28979e-10
baiA1_1~~~cpnA	trpC~~~trpC_1~~~trpC_2	2.28979e-10
baiA1_1~~~cpnA	trpD2~~~trpD_2~~~trpD~~~trpD_1	7.60859e-10
baiA1_1~~~cpnA	mrpB~~~mrpB_2~~~mrpB_1	7.60859e-10
baiA1_1~~~cpnA	mnhD1_2~~~mrpD~~~mnhD1_1~~~mnhD1_3	2.38802e-09
baiA1_1~~~cpnA	yceI~~~yceI_2	5.58151e-14
baiA1_1~~~cpnA	group_830	5.58151e-14
baiA1_1~~~cpnA	wbgU~~~galE~~~galE1	1.27384e-13
baiA1_1~~~cpnA	ebh_3~~~ebh_2~~~ebh_1~~~ebh_5~~~ebh_4~~~ebhA~~~ebhA_1~~~ebh_6~~~ebhA_3~~~ebhA_2~~~ebh_7	3.38311e-11
baiA1_1~~~cpnA	group_2238	2.1784e-09
baiA1_1~~~cpnA	group_2539	3.14959e-11
baiA1_1~~~cpnA	group_670	4.10085e-10
baiA1_1~~~cpnA	speH	2.4094e-15
baiA1_1~~~cpnA	splE_1~~~splE_2~~~splF~~~splD_2~~~splE~~~splF_1~~~splD~~~splF_2	6.3622e-09
baiA1_1~~~cpnA	sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2	3.82705e-18
baiA1_1~~~cpnA	bceA_2~~~bceA_1~~~bceA_3	1.67418e-18
baiA1_1~~~cpnA	sepA~~~sepA_2	1.90402e-19
baiA1_1~~~cpnA	graS_2~~~graS_1~~~graS_4~~~graS_3~~~graS	1.67418e-18
baiA1_1~~~cpnA	ywtF~~~lytR_2~~~lytR_3	1.90402e-19
baiA1_1~~~cpnA	tst_2~~~tst~~~tst_1~~~tst_3	1.2722e-17
baiA1_1~~~cpnA	xerD_3~~~xerD_2~~~xerD_4~~~xerD_1	1.67418e-18
baiA1_1~~~cpnA	fecD_2~~~fecD_1~~~feuB_1~~~feuB_2~~~yfhA~~~btuC	1.90402e-19
baiA1_1~~~cpnA	cycA_4~~~cycA_3~~~cycA_1~~~cycA_2	1.67418e-18
baiA1_1~~~cpnA	group_2541	1.67418e-18
baiA1_1~~~cpnA	bceB_4~~~bceB_3~~~bceB_2~~~bceB_1	1.67418e-18
baiA1_1~~~cpnA	fecE~~~yusV~~~ykoD_3	1.90402e-19
baiA1_1~~~cpnA	group_283	1.2722e-17
baiA1_1~~~cpnA	skfC	1.67418e-18
baiA1_1~~~cpnA	sigS~~~sigS_2	1.2722e-17
baiA1_1~~~cpnA	group_769	1.67418e-18
baiA1_1~~~cpnA	pbpX_1~~~pbpX_2~~~pbpX_3	1.67418e-18
baiA1_1~~~cpnA	group_737	7.2559e-19
baiA1_1~~~cpnA	group_1670	1.2722e-17
baiA1_1~~~cpnA	speC~~~speC_2~~~speH~~~speC_1~~~speC_3~~~tst_2~~~speH_1~~~tst_3	1.67418e-18
baiA1_1~~~cpnA	group_663	8.52753e-17
baiA1_1~~~cpnA	group_755	1.27161e-14
baiA1_1~~~cpnA	group_749	8.52753e-17
baiA1_1~~~cpnA	group_773	1.8881e-16
baiA1_1~~~cpnA	lukS~~~hlgC~~~hlgC_1~~~hlgA_2~~~hlgC_2	5.12127e-16
baiA1_1~~~cpnA	tcyC~~~tcyC_2~~~tcyN~~~tcyC_1~~~tcyC_3~~~yxeO	1.2722e-17
baiA1_1~~~cpnA	speC_2~~~speC_1~~~speC~~~speC_3	5.60206e-18
