"sample_id","cc"
26026,"CC30"
26223,"CC30"
26255,"CC30"
26395,"CC30"
26492,"CC30"
26531,"CC30"
26552,"CC30"
26590,"CC30"
26606,"CC30"
26611,"CC30"
26642,"CC30"
26733,"CC30"
26735,"CC30"
26759,"CC30"
26765,"CC30"
26783,"CC30"
26805,"CC30"
27044,"CC30"
27046,"CC30"
27064,"CC30"
27118,"CC30"
27124,"CC30"
27125,"CC30"
27132,"CC30"
27138,"CC30"
27139,"CC30"
27147,"CC30"
27153,"CC30"
27155,"CC30"
27194,"CC30"
27196,"CC30"
27203,"CC30"
27223,"CC30"
27224,"CC30"
27229,"CC30"
27239,"CC30"
27240,"CC30"
27242,"CC30"
27256,"CC30"
27257,"CC30"
27276,"CC30"
27296,"CC30"
27297,"CC30"
27304,"CC30"
27312,"CC30"
27319,"CC30"
27341,"CC30"
27352,"CC30"
27370,"CC30"
27374,"CC30"
27377,"CC30"
27382,"CC30"
27387,"CC30"
27390,"CC30"
27397,"CC30"
27399,"CC30"
27408,"CC30"
27419,"CC30"
27431,"CC30"
27432,"CC30"
27438,"CC30"
27451,"CC30"
27483,"CC30"
27527,"CC30"
27536,"CC30"
27557,"CC30"
27560,"CC30"
27564,"CC30"
27567,"CC30"
27571,"CC30"
27578,"CC30"
27590,"CC30"
27602,"CC30"
27629,"CC30"
27630,"CC30"
27726,"CC30"
27739,"CC30"
27846,"CC30"
27852,"CC30"
27876,"CC30"
27894,"CC30"
27908,"CC30"
27912,"CC30"
27913,"CC30"
27925,"CC30"
27926,"CC30"
27927,"CC30"
27931,"CC30"
27948,"CC30"
27979,"CC30"
28001,"CC30"
28808,"CC30"
28820,"CC30"
28826,"CC30"
28829,"CC30"
28840,"CC30"
28842,"CC30"
28848,"CC30"
28859,"CC30"
28862,"CC30"
28870,"CC30"
28876,"CC30"
28890,"CC30"
29011,"CC30"
29015,"CC30"
29018,"CC30"
29029,"CC30"
29052,"CC30"
29055,"CC30"
29073,"CC30"
29080,"CC30"
29091,"CC30"
29094,"CC30"
29098,"CC30"
29106,"CC30"
29107,"CC30"
29120,"CC30"
29122,"CC30"
29139,"CC30"
29179,"CC30"
29209,"CC30"
29213,"CC30"
29214,"CC30"
29219,"CC30"
29223,"CC30"
29238,"CC30"
29239,"CC30"
29240,"CC30"
29241,"CC30"
29242,"CC30"
29243,"CC30"
29245,"CC30"
29249,"CC30"
29250,"CC30"
29263,"CC30"
29270,"CC30"
29276,"CC30"
29281,"CC30"
29284,"CC30"
29309,"CC30"
29314,"CC30"
29323,"CC30"
29330,"CC30"
29335,"CC30"
29337,"CC30"
29338,"CC30"
29340,"CC30"
29343,"CC30"
29350,"CC30"
29358,"CC30"
29361,"CC30"
29364,"CC30"
29374,"CC30"
29377,"CC30"
29380,"CC30"
29387,"CC30"
29392,"CC30"
29394,"CC30"
29395,"CC30"
29397,"CC30"
29401,"CC30"
29403,"CC30"
29410,"CC30"
29418,"CC30"
29422,"CC30"
29428,"CC30"
29429,"CC30"
29433,"CC30"
29434,"CC30"
29481,"CC30"
29719,"CC30"
29731,"CC30"
29784,"CC30"
30034,"CC30"
30284,"CC30"
30289,"CC30"
30300,"CC30"
30307,"CC30"
30337,"CC30"
30350,"CC30"
30405,"CC30"
30415,"CC30"
30417,"CC30"
30427,"CC30"
30437,"CC30"
30483,"CC30"
30485,"CC30"
30486,"CC30"
30487,"CC30"
30498,"CC30"
30500,"CC30"
30501,"CC30"
30511,"CC30"
30513,"CC30"
30515,"CC30"
30520,"CC30"
30522,"CC30"
30523,"CC30"
30525,"CC30"
30589,"CC30"
30590,"CC30"
30597,"CC30"
30599,"CC30"
30602,"CC30"
30614,"CC30"
30620,"CC30"
30645,"CC30"
30646,"CC30"
30647,"CC30"
30661,"CC30"
30674,"CC30"
30702,"CC30"
30705,"CC30"
30707,"CC30"
30708,"CC30"
30711,"CC30"
30713,"CC30"
30717,"CC30"
30721,"CC30"
30724,"CC30"
30729,"CC30"
30733,"CC30"
30736,"CC30"
30742,"CC30"
30745,"CC30"
30749,"CC30"
30752,"CC30"
30762,"CC30"
30766,"CC30"
30776,"CC30"
30804,"CC30"
30820,"CC30"
30821,"CC30"
30831,"CC30"
30909,"CC30"
30958,"CC30"
30977,"CC30"
30987,"CC30"
30997,"CC30"
31011,"CC30"
31026,"CC30"
31039,"CC30"
31042,"CC30"
31045,"CC30"
31130,"CC30"
31134,"CC30"
31160,"CC30"
31171,"CC30"
31187,"CC30"
31207,"CC30"
31210,"CC30"
31258,"CC30"
31272,"CC30"
31277,"CC30"
31292,"CC30"
31294,"CC30"
31296,"CC30"
31303,"CC30"
31306,"CC30"
31310,"CC30"
31311,"CC30"
31323,"CC30"
31331,"CC30"
31332,"CC30"
31338,"CC30"
31342,"CC30"
31440,"CC30"
31470,"CC30"
31471,"CC30"
31530,"CC30"
31542,"CC30"
31633,"CC30"
31640,"CC30"
31759,"CC30"
31785,"CC30"
31805,"CC30"
31827,"CC30"
31835,"CC30"
31857,"CC30"
31861,"CC30"
31865,"CC30"
31868,"CC30"
31976,"CC30"
31980,"CC30"
31982,"CC30"
31984,"CC30"
31985,"CC30"
31986,"CC30"
31987,"CC30"
31991,"CC30"
31992,"CC30"
31993,"CC30"
31994,"CC30"
31996,"CC30"
31997,"CC30"
31998,"CC30"
31999,"CC30"
32000,"CC30"
32001,"CC30"
32003,"CC30"
32004,"CC30"
32005,"CC30"
32008,"CC30"
32009,"CC30"
32010,"CC30"
32013,"CC30"
32016,"CC30"
32017,"CC30"
32018,"CC30"
32020,"CC30"
32022,"CC30"
32023,"CC30"
32025,"CC30"
32027,"CC30"
32028,"CC30"
32029,"CC30"
32030,"CC30"
32031,"CC30"
32032,"CC30"
32033,"CC30"
32035,"CC30"
32037,"CC30"
32038,"CC30"
32039,"CC30"
32042,"CC30"
32043,"CC30"
32044,"CC30"
32048,"CC30"
32049,"CC30"
32051,"CC30"
32057,"CC30"
32059,"CC30"
32060,"CC30"
32061,"CC30"
32063,"CC30"
32064,"CC30"
32065,"CC30"
32066,"CC30"
32067,"CC30"
32068,"CC30"
32069,"CC30"
32070,"CC30"
32071,"CC30"
32074,"CC30"
32075,"CC30"
32076,"CC30"
32077,"CC30"
32078,"CC30"
32079,"CC30"
32080,"CC30"
32081,"CC30"
32082,"CC30"
32083,"CC30"
32084,"CC30"
32191,"CC30"
32203,"CC30"
32271,"CC30"
32565,"CC30"
32567,"CC30"
32570,"CC30"
32578,"CC30"
32581,"CC30"
32582,"CC30"
32589,"CC30"
32598,"CC30"
32600,"CC30"
32718,"CC30"
32878,"CC30"
32885,"CC30"
32897,"CC30"
32907,"CC30"
32942,"CC30"
32962,"CC30"
32971,"CC30"
32984,"CC30"
33140,"CC30"
33264,"CC30"
33267,"CC30"
33268,"CC30"
33269,"CC30"
33270,"CC30"
33273,"CC30"
33274,"CC30"
33278,"CC30"
33293,"CC30"
33297,"CC30"
33298,"CC30"
33300,"CC30"
33307,"CC30"
33313,"CC30"
33314,"CC30"
33535,"CC30"
33594,"CC30"
33595,"CC30"
33597,"CC30"
33599,"CC30"
33600,"CC30"
33604,"CC30"
33606,"CC30"
33607,"CC30"
33608,"CC30"
33611,"CC30"
33613,"CC30"
33614,"CC30"
33615,"CC30"
33616,"CC30"
33617,"CC30"
33620,"CC30"
33622,"CC30"
33623,"CC30"
33632,"CC30"
33639,"CC30"
33658,"CC30"
33669,"CC30"
33674,"CC30"
33730,"CC30"
33781,"CC30"
33809,"CC30"
33818,"CC30"
33837,"CC30"
33870,"CC30"
33877,"CC30"
33966,"CC30"
34014,"CC30"
34045,"CC30"
34058,"CC30"
34087,"CC30"
34090,"CC30"
34092,"CC30"
34100,"CC30"
34109,"CC30"
34118,"CC30"
34142,"CC30"
34151,"CC30"
34172,"CC30"
34204,"CC30"
34205,"CC30"
34243,"CC30"
34278,"CC30"
34295,"CC30"
34305,"CC30"
34308,"CC30"
34319,"CC30"
34338,"CC30"
34340,"CC30"
34341,"CC30"
34348,"CC30"
34356,"CC30"
34384,"CC30"
34393,"CC30"
34398,"CC30"
34414,"CC30"
34464,"CC30"
34488,"CC30"
34549,"CC30"
35058,"CC30"
35063,"CC30"
35092,"CC30"
35099,"CC30"
35104,"CC30"
35133,"CC30"
35144,"CC30"
35185,"CC30"
35204,"CC30"
35210,"CC30"
35230,"CC30"
35241,"CC30"
35294,"CC30"
35358,"CC30"
35381,"CC30"
35450,"CC30"
35493,"CC30"
35525,"CC30"
35560,"CC30"
35595,"CC30"
35611,"CC30"
35612,"CC30"
35680,"CC30"
35699,"CC30"
35702,"CC30"
35736,"CC30"
35779,"CC30"
35804,"CC30"
35815,"CC30"
35836,"CC30"
35870,"CC30"
35874,"CC30"
35890,"CC30"
35898,"CC30"
35900,"CC30"
35907,"CC30"
35912,"CC30"
35922,"CC30"
35925,"CC30"
35962,"CC30"
35982,"CC30"
35987,"CC30"
36008,"CC30"
36014,"CC30"
36016,"CC30"
36041,"CC30"
36054,"CC30"
36056,"CC30"
36069,"CC30"
36072,"CC30"
36106,"CC30"
36110,"CC30"
36135,"CC30"
36141,"CC30"
36145,"CC30"
36154,"CC30"
36173,"CC30"
36182,"CC30"
36188,"CC30"
36195,"CC30"
36198,"CC30"
36208,"CC30"
36223,"CC30"
36224,"CC30"
36236,"CC30"
36240,"CC30"
36245,"CC30"
36260,"CC30"
36279,"CC30"
36305,"CC30"
36321,"CC30"
36333,"CC30"
36340,"CC30"
36341,"CC30"
36342,"CC30"
36389,"CC30"
36397,"CC30"
36422,"CC30"
36437,"CC30"
36449,"CC30"
36455,"CC30"
36464,"CC30"
36467,"CC30"
36471,"CC30"
36483,"CC30"
36657,"CC30"
36679,"CC30"
36691,"CC30"
36708,"CC30"
36715,"CC30"
36730,"CC30"
36748,"CC30"
36789,"CC30"
36791,"CC30"
36795,"CC30"
36800,"CC30"
36815,"CC30"
36821,"CC30"
36823,"CC30"
36838,"CC30"
36871,"CC30"
36874,"CC30"
36928,"CC30"
37120,"CC30"
37405,"CC30"
37424,"CC30"
37425,"CC30"
37427,"CC30"
37431,"CC30"
37434,"CC30"
37442,"CC30"
37445,"CC30"
37453,"CC30"
37459,"CC30"
37475,"CC30"
37731,"CC30"
37736,"CC30"
37740,"CC30"
37763,"CC30"
37766,"CC30"
37773,"CC30"
37786,"CC30"
37802,"CC30"
37812,"CC30"
37822,"CC30"
37829,"CC30"
37833,"CC30"
37840,"CC30"
37891,"CC30"
37922,"CC30"
37931,"CC30"
37938,"CC30"
37956,"CC30"
38073,"CC30"
38103,"CC30"
38346,"CC30"
38358,"CC30"
38363,"CC30"
38397,"CC30"
38514,"CC30"
38515,"CC30"
38523,"CC30"
38524,"CC30"
38525,"CC30"
38529,"CC30"
38530,"CC30"
38531,"CC30"
38532,"CC30"
38535,"CC30"
38536,"CC30"
38538,"CC30"
38548,"CC30"
38552,"CC30"
38553,"CC30"
38556,"CC30"
38557,"CC30"
38558,"CC30"
38563,"CC30"
38567,"CC30"
38569,"CC30"
38570,"CC30"
38571,"CC30"
38575,"CC30"
38586,"CC30"
38588,"CC30"
38812,"CC30"
39073,"CC30"
39077,"CC30"
39080,"CC30"
39087,"CC30"
39115,"CC30"
39119,"CC30"
39122,"CC30"
39131,"CC30"
39134,"CC30"
39142,"CC30"
39148,"CC30"
39177,"CC30"
39180,"CC30"
39189,"CC30"
39193,"CC30"
39198,"CC30"
39200,"CC30"
39206,"CC30"
39212,"CC30"
39231,"CC30"
39237,"CC30"
39248,"CC30"
39249,"CC30"
39253,"CC30"
39271,"CC30"
39291,"CC30"
39303,"CC30"
39312,"CC30"
39313,"CC30"
39316,"CC30"
39321,"CC30"
39346,"CC30"
39349,"CC30"
39351,"CC30"
39355,"CC30"
39369,"CC30"
39372,"CC30"
39376,"CC30"
39725,"CC30"
39874,"CC30"
39877,"CC30"
40003,"CC30"
40031,"CC30"
40049,"CC30"
40060,"CC30"
40067,"CC30"
40073,"CC30"
40097,"CC30"
40104,"CC30"
40201,"CC30"
40211,"CC30"
40218,"CC30"
40228,"CC30"
40241,"CC30"
40547,"CC30"
40716,"CC30"
40730,"CC30"
40791,"CC30"
40792,"CC30"
40793,"CC30"
40846,"CC30"
40918,"CC30"
40933,"CC30"
40967,"CC30"
41212,"CC30"
41278,"CC30"
41279,"CC30"
41282,"CC30"
41289,"CC30"
41291,"CC30"
41295,"CC30"
41301,"CC30"
41309,"CC30"
41314,"CC30"
41315,"CC30"
41324,"CC30"
41329,"CC30"
41332,"CC30"
41333,"CC30"
41334,"CC30"
41462,"CC30"
41485,"CC30"
41488,"CC30"
41489,"CC30"
41542,"CC30"
41560,"CC30"
41567,"CC30"
41574,"CC30"
41698,"CC30"
41713,"CC30"
41723,"CC30"
41735,"CC30"
41750,"CC30"
41774,"CC30"
41785,"CC30"
41808,"CC30"
41887,"CC30"
41935,"CC30"
41992,"CC30"
42020,"CC30"
42043,"CC30"
42218,"CC30"
42220,"CC30"
42245,"CC30"
42272,"CC30"
42717,"CC30"
43313,"CC30"
43912,"CC30"
44042,"CC30"
44059,"CC30"
44370,"CC30"
40012,"CC30"
25813,"CC30"
1494,"CC30"
1634,"CC30"
1636,"CC30"
4044,"CC30"
4047,"CC30"
4048,"CC30"
4155,"CC30"
4164,"CC30"
4175,"CC30"
4237,"CC30"
4241,"CC30"
4252,"CC30"
4968,"CC30"
5230,"CC30"
5241,"CC30"
5261,"CC30"
5278,"CC30"
5713,"CC30"
5754,"CC30"
6252,"CC30"
7681,"CC30"
7686,"CC30"
7750,"CC30"
7752,"CC30"
7895,"CC30"
7905,"CC30"
7920,"CC30"
7921,"CC30"
7989,"CC30"
8005,"CC30"
9118,"CC30"
9315,"CC30"
9902,"CC30"
10328,"CC30"
10661,"CC30"
10687,"CC30"
10735,"CC30"
11339,"CC30"
11452,"CC30"
11458,"CC30"
11504,"CC30"
11547,"CC30"
11587,"CC30"
11644,"CC30"
11668,"CC30"
11714,"CC30"
11947,"CC30"
12587,"CC30"
12879,"CC30"
13081,"CC30"
13085,"CC30"
13232,"CC30"
13247,"CC30"
13479,"CC30"
13496,"CC30"
13512,"CC30"
13561,"CC30"
15045,"CC30"
15085,"CC30"
15088,"CC30"
15117,"CC30"
15200,"CC30"
15201,"CC30"
15206,"CC30"
15217,"CC30"
16862,"CC30"
17075,"CC30"
17168,"CC30"
17209,"CC30"
17310,"CC30"
17797,"CC30"
17801,"CC30"
18248,"CC30"
18249,"CC30"
18282,"CC30"
18332,"CC30"
18333,"CC30"
19661,"CC30"
21811,"CC30"
21892,"CC30"
21896,"CC30"
22576,"CC30"
23150,"CC30"
23183,"CC30"
23204,"CC30"
23223,"CC30"
23373,"CC30"
23376,"CC30"
23450,"CC30"
23481,"CC30"
23516,"CC30"
23889,"CC30"
23978,"CC30"
24064,"CC30"
24155,"CC30"
24158,"CC30"
24198,"CC30"
24252,"CC30"
24256,"CC30"
24371,"CC30"
24416,"CC30"
24422,"CC30"
24452,"CC30"
24460,"CC30"
24582,"CC30"
24607,"CC30"
24648,"CC30"
24814,"CC30"
24838,"CC30"
24840,"CC30"
24958,"CC30"
24994,"CC30"
25060,"CC30"
25124,"CC30"
25163,"CC30"
25171,"CC30"
25192,"CC30"
25200,"CC30"
25250,"CC30"
25289,"CC30"
25326,"CC30"
25333,"CC30"
25422,"CC30"
25482,"CC30"
25516,"CC30"
25527,"CC30"
25634,"CC30"
25636,"CC30"
25652,"CC30"
25703,"CC30"
25777,"CC30"
25791,"CC30"
25842,"CC30"
25851,"CC30"
25983,"CC30"
27053,"CC30"
27060,"CC30"
27170,"CC30"
27197,"CC30"
27207,"CC30"
27243,"CC30"
27285,"CC30"
27436,"CC30"
27455,"CC30"
27512,"CC30"
27532,"CC30"
27555,"CC30"
27987,"CC30"
27990,"CC30"
28832,"CC30"
28872,"CC30"
28906,"CC30"
29128,"CC30"
29215,"CC30"
29217,"CC30"
29407,"CC30"
29675,"CC30"
30649,"CC30"
31319,"CC30"
31346,"CC30"
32562,"CC30"
32564,"CC30"
32593,"CC30"
33311,"CC30"
33758,"CC30"
33775,"CC30"
33865,"CC30"
34075,"CC30"
34171,"CC30"
34224,"CC30"
34270,"CC30"
34273,"CC30"
34452,"CC30"
34463,"CC30"
34486,"CC30"
34976,"CC30"
35212,"CC30"
35228,"CC30"
35670,"CC30"
35703,"CC30"
35705,"CC30"
36013,"CC30"
36242,"CC30"
36310,"CC30"
36312,"CC30"
36350,"CC30"
36374,"CC30"
36480,"CC30"
36686,"CC30"
36801,"CC30"
37794,"CC30"
37866,"CC30"
38372,"CC30"
38376,"CC30"
39082,"CC30"
39095,"CC30"
39245,"CC30"
39290,"CC30"
39365,"CC30"
41196,"CC30"
41505,"CC30"
41539,"CC30"
41845,"CC30"
186,"CC30"
191,"CC30"
272,"CC30"
278,"CC30"
280,"CC30"
311,"CC30"
317,"CC30"
321,"CC30"
334,"CC30"
342,"CC30"
355,"CC30"
362,"CC30"
366,"CC30"
480,"CC30"
482,"CC30"
490,"CC30"
491,"CC30"
492,"CC30"
498,"CC30"
507,"CC30"
510,"CC30"
514,"CC30"
520,"CC30"
536,"CC30"
541,"CC30"
542,"CC30"
544,"CC30"
582,"CC30"
585,"CC30"
587,"CC30"
588,"CC30"
608,"CC30"
614,"CC30"
626,"CC30"
1364,"CC30"
1366,"CC30"
1368,"CC30"
1386,"CC30"
1637,"CC30"
1638,"CC30"
4011,"CC30"
4014,"CC30"
4033,"CC30"
4040,"CC30"
4049,"CC30"
4054,"CC30"
4057,"CC30"
4058,"CC30"
4061,"CC30"
4062,"CC30"
4065,"CC30"
4067,"CC30"
4068,"CC30"
4072,"CC30"
4172,"CC30"
4180,"CC30"
4231,"CC30"
4244,"CC30"
4245,"CC30"
4248,"CC30"
4795,"CC30"
4796,"CC30"
4798,"CC30"
4799,"CC30"
5057,"CC30"
5058,"CC30"
5070,"CC30"
5071,"CC30"
5072,"CC30"
5074,"CC30"
5090,"CC30"
5102,"CC30"
5104,"CC30"
5113,"CC30"
5118,"CC30"
5282,"CC30"
5283,"CC30"
5284,"CC30"
5285,"CC30"
5286,"CC30"
5288,"CC30"
5289,"CC30"
5290,"CC30"
5292,"CC30"
5293,"CC30"
5294,"CC30"
5295,"CC30"
5296,"CC30"
5297,"CC30"
5312,"CC30"
5498,"CC30"
5500,"CC30"
5508,"CC30"
5511,"CC30"
5515,"CC30"
5517,"CC30"
5529,"CC30"
5534,"CC30"
5536,"CC30"
5823,"CC30"
5824,"CC30"
5827,"CC30"
5831,"CC30"
5835,"CC30"
5836,"CC30"
5837,"CC30"
5839,"CC30"
5840,"CC30"
5841,"CC30"
5842,"CC30"
5843,"CC30"
5846,"CC30"
5849,"CC30"
5856,"CC30"
5865,"CC30"
5869,"CC30"
5950,"CC30"
5951,"CC30"
5952,"CC30"
5953,"CC30"
5954,"CC30"
5955,"CC30"
6290,"CC30"
6291,"CC30"
6292,"CC30"
6308,"CC30"
6309,"CC30"
6313,"CC30"
6316,"CC30"
6318,"CC30"
6319,"CC30"
6320,"CC30"
6321,"CC30"
6322,"CC30"
6591,"CC30"
6602,"CC30"
6689,"CC30"
6694,"CC30"
6706,"CC30"
6720,"CC30"
7477,"CC30"
7587,"CC30"
7591,"CC30"
7592,"CC30"
7593,"CC30"
7595,"CC30"
7599,"CC30"
7600,"CC30"
7601,"CC30"
7696,"CC30"
7699,"CC30"
7700,"CC30"
7701,"CC30"
7704,"CC30"
7705,"CC30"
7706,"CC30"
7707,"CC30"
7709,"CC30"
7710,"CC30"
7714,"CC30"
7715,"CC30"
7716,"CC30"
7718,"CC30"
7719,"CC30"
7720,"CC30"
7732,"CC30"
7753,"CC30"
7758,"CC30"
7759,"CC30"
7762,"CC30"
7763,"CC30"
7766,"CC30"
7768,"CC30"
7769,"CC30"
7773,"CC30"
7817,"CC30"
7818,"CC30"
7820,"CC30"
7825,"CC30"
7834,"CC30"
7866,"CC30"
7929,"CC30"
7977,"CC30"
8709,"CC30"
8722,"CC30"
8884,"CC30"
8894,"CC30"
8897,"CC30"
9236,"CC30"
9661,"CC30"
9680,"CC30"
9702,"CC30"
9724,"CC30"
9728,"CC30"
9753,"CC30"
9760,"CC30"
9776,"CC30"
9783,"CC30"
9797,"CC30"
10355,"CC30"
10366,"CC30"
10438,"CC30"
10452,"CC30"
10474,"CC30"
11523,"CC30"
11525,"CC30"
11529,"CC30"
11532,"CC30"
11765,"CC30"
11766,"CC30"
11767,"CC30"
12004,"CC30"
12501,"CC30"
12503,"CC30"
12504,"CC30"
12525,"CC30"
12608,"CC30"
12611,"CC30"
12612,"CC30"
12755,"CC30"
12792,"CC30"
12896,"CC30"
12898,"CC30"
12929,"CC30"
13024,"CC30"
13491,"CC30"
13493,"CC30"
13739,"CC30"
13748,"CC30"
13762,"CC30"
13763,"CC30"
13773,"CC30"
13783,"CC30"
13793,"CC30"
13794,"CC30"
13818,"CC30"
13825,"CC30"
13828,"CC30"
13836,"CC30"
13851,"CC30"
13855,"CC30"
13857,"CC30"
13860,"CC30"
13873,"CC30"
13881,"CC30"
13897,"CC30"
13898,"CC30"
13900,"CC30"
13922,"CC30"
13924,"CC30"
13925,"CC30"
13928,"CC30"
13929,"CC30"
13933,"CC30"
13937,"CC30"
13942,"CC30"
13943,"CC30"
13945,"CC30"
13947,"CC30"
13949,"CC30"
14198,"CC30"
14790,"CC30"
14794,"CC30"
14981,"CC30"
14984,"CC30"
14986,"CC30"
14989,"CC30"
15049,"CC30"
15078,"CC30"
15079,"CC30"
15080,"CC30"
15082,"CC30"
15083,"CC30"
15103,"CC30"
15112,"CC30"
15114,"CC30"
15120,"CC30"
15532,"CC30"
15535,"CC30"
15722,"CC30"
15772,"CC30"
15773,"CC30"
15791,"CC30"
15809,"CC30"
15825,"CC30"
15834,"CC30"
15835,"CC30"
16141,"CC30"
16250,"CC30"
16276,"CC30"
16280,"CC30"
16284,"CC30"
16298,"CC30"
16299,"CC30"
16357,"CC30"
16454,"CC30"
16581,"CC30"
16630,"CC30"
16728,"CC30"
16731,"CC30"
16738,"CC30"
16820,"CC30"
16890,"CC30"
17805,"CC30"
17845,"CC30"
17852,"CC30"
17900,"CC30"
18339,"CC30"
18377,"CC30"
18401,"CC30"
18696,"CC30"
18708,"CC30"
18742,"CC30"
18785,"CC30"
18811,"CC30"
18854,"CC30"
18941,"CC30"
19494,"CC30"
20143,"CC30"
20157,"CC30"
20398,"CC30"
20424,"CC30"
20455,"CC30"
20594,"CC30"
20605,"CC30"
20608,"CC30"
20609,"CC30"
20619,"CC30"
20624,"CC30"
20625,"CC30"
20626,"CC30"
20628,"CC30"
20632,"CC30"
20633,"CC30"
20635,"CC30"
20639,"CC30"
20644,"CC30"
20649,"CC30"
20651,"CC30"
20659,"CC30"
20669,"CC30"
20674,"CC30"
20686,"CC30"
20705,"CC30"
20708,"CC30"
20716,"CC30"
20717,"CC30"
20721,"CC30"
20725,"CC30"
20730,"CC30"
20740,"CC30"
20742,"CC30"
20745,"CC30"
20754,"CC30"
20756,"CC30"
20762,"CC30"
20763,"CC30"
20766,"CC30"
20768,"CC30"
20769,"CC30"
20773,"CC30"
20774,"CC30"
20776,"CC30"
20780,"CC30"
20783,"CC30"
20823,"CC30"
20827,"CC30"
20847,"CC30"
20851,"CC30"
21066,"CC30"
21072,"CC30"
21082,"CC30"
21085,"CC30"
21086,"CC30"
21094,"CC30"
21096,"CC30"
21115,"CC30"
21120,"CC30"
21121,"CC30"
21123,"CC30"
21131,"CC30"
21132,"CC30"
21136,"CC30"
21138,"CC30"
21144,"CC30"
21150,"CC30"
21152,"CC30"
21154,"CC30"
21163,"CC30"
21175,"CC30"
21179,"CC30"
21206,"CC30"
21208,"CC30"
21214,"CC30"
21222,"CC30"
21223,"CC30"
21227,"CC30"
21238,"CC30"
21251,"CC30"
23545,"CC30"
23547,"CC30"
23555,"CC30"
23556,"CC30"
23566,"CC30"
23577,"CC30"
23581,"CC30"
23592,"CC30"
23596,"CC30"
23598,"CC30"
23600,"CC30"
23686,"CC30"
23895,"CC30"
24057,"CC30"
24059,"CC30"
24075,"CC30"
24116,"CC30"
24173,"CC30"
24223,"CC30"
24224,"CC30"
24231,"CC30"
24253,"CC30"
24268,"CC30"
24316,"CC30"
24379,"CC30"
24383,"CC30"
24485,"CC30"
24609,"CC30"
24674,"CC30"
24929,"CC30"
25017,"CC30"
25032,"CC30"
25046,"CC30"
25069,"CC30"
25120,"CC30"
25122,"CC30"
25158,"CC30"
25175,"CC30"
25207,"CC30"
25344,"CC30"
25725,"CC30"
25885,"CC30"
25930,"CC30"
26502,"CC30"
27023,"CC30"
27045,"CC30"
27530,"CC30"
27950,"CC30"
27951,"CC30"
27954,"CC30"
27955,"CC30"
27961,"CC30"
27962,"CC30"
27963,"CC30"
27968,"CC30"
27969,"CC30"
27970,"CC30"
27973,"CC30"
27975,"CC30"
27980,"CC30"
27983,"CC30"
27986,"CC30"
27989,"CC30"
27995,"CC30"
27997,"CC30"
27999,"CC30"
28002,"CC30"
28003,"CC30"
28006,"CC30"
28007,"CC30"
28008,"CC30"
28009,"CC30"
28010,"CC30"
28011,"CC30"
28012,"CC30"
28013,"CC30"
28014,"CC30"
28015,"CC30"
28016,"CC30"
28017,"CC30"
28018,"CC30"
28019,"CC30"
28020,"CC30"
28021,"CC30"
28022,"CC30"
28023,"CC30"
28024,"CC30"
28025,"CC30"
28026,"CC30"
28027,"CC30"
28028,"CC30"
28029,"CC30"
28030,"CC30"
28032,"CC30"
28033,"CC30"
28034,"CC30"
28035,"CC30"
28036,"CC30"
28037,"CC30"
28038,"CC30"
28039,"CC30"
28040,"CC30"
28042,"CC30"
28043,"CC30"
28044,"CC30"
28045,"CC30"
28046,"CC30"
28047,"CC30"
28048,"CC30"
28049,"CC30"
28050,"CC30"
28051,"CC30"
28052,"CC30"
28053,"CC30"
28054,"CC30"
28055,"CC30"
28056,"CC30"
28057,"CC30"
28058,"CC30"
28059,"CC30"
28060,"CC30"
28061,"CC30"
28062,"CC30"
28063,"CC30"
28064,"CC30"
28065,"CC30"
28066,"CC30"
28067,"CC30"
28069,"CC30"
28070,"CC30"
28071,"CC30"
28072,"CC30"
28073,"CC30"
28074,"CC30"
28075,"CC30"
28076,"CC30"
28077,"CC30"
28078,"CC30"
28079,"CC30"
28080,"CC30"
28081,"CC30"
28082,"CC30"
28083,"CC30"
28084,"CC30"
28085,"CC30"
28086,"CC30"
28087,"CC30"
28088,"CC30"
28089,"CC30"
28090,"CC30"
28091,"CC30"
28093,"CC30"
28094,"CC30"
28095,"CC30"
28096,"CC30"
28097,"CC30"
28098,"CC30"
28099,"CC30"
28100,"CC30"
28101,"CC30"
28103,"CC30"
28104,"CC30"
28147,"CC30"
28155,"CC30"
28177,"CC30"
28202,"CC30"
28218,"CC30"
28223,"CC30"
28242,"CC30"
28248,"CC30"
28291,"CC30"
28296,"CC30"
28494,"CC30"
28506,"CC30"
28511,"CC30"
28520,"CC30"
28550,"CC30"
28553,"CC30"
28568,"CC30"
28581,"CC30"
28583,"CC30"
28591,"CC30"
28592,"CC30"
28617,"CC30"
28618,"CC30"
28630,"CC30"
28635,"CC30"
28639,"CC30"
28663,"CC30"
28664,"CC30"
28804,"CC30"
28805,"CC30"
28868,"CC30"
29301,"CC30"
29427,"CC30"
29462,"CC30"
29463,"CC30"
29464,"CC30"
29465,"CC30"
29466,"CC30"
29467,"CC30"
29468,"CC30"
29469,"CC30"
29470,"CC30"
29471,"CC30"
29472,"CC30"
29473,"CC30"
29475,"CC30"
29476,"CC30"
29478,"CC30"
29479,"CC30"
29482,"CC30"
29483,"CC30"
29484,"CC30"
30286,"CC30"
30535,"CC30"
30666,"CC30"
31384,"CC30"
31406,"CC30"
31411,"CC30"
31480,"CC30"
31528,"CC30"
